Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Patty Mills,PG/G/UTIL,UTA,10.92,5.7,144.18%,0.0%,0.01%,0.1%,$5.03,48
Luguentz Dort,SF/SG/G/F/UTIL,OKC,26.669253472222223,3.5357914930075824,86.58%,1.0%,3.76%,21.27%,$4.90,14
Kevin Durant,C/PF/F/UTIL,PHX,48.41,14.61,93.5%,0.6%,6.54%,10.54%,$4.54,48
Tidjane Salaun,PF/F/UTIL,CHA,15.32,6.58,144.18%,0.0%,0.01%,0.1%,$4.01,48
Isaiah Collier,PG/SG/G/UTIL,UTA,25.32,8.19,92.27%,0.77%,5.16%,26.91%,$3.85,48
Oso Ighodaro,C/PF/F/UTIL,PHX,17.48,7.34,95.66%,0.0%,0.19%,0.94%,$3.84,48
Devin Booker,PG/SG/G/UTIL,PHX,47.52,14.1,92.15%,0.45%,6.23%,10.45%,$3.50,48
Grayson Allen,SG/G/UTIL,PHX,22.47,8.18,88.27%,0.65%,0.64%,2.85%,$3.35,48
Tosan Evbuomwan,PF/SF/F/UTIL,BKN,14.12,6.28,96.12%,0.0%,0.02%,0.1%,$3.33,48
Mark Williams,C/UTIL,CHA,30.82,13.03,92.14%,0.19%,2.61%,14.21%,$3.21,48
Svi Mykhailiuk,SF/SG/G/F/UTIL,UTA,20.78,9.76,93.41%,0.2%,5.47%,18.87%,$3.15,48
Jalen Williams,PF/F/UTIL,OKC,38.14151041666666,7.297271804717777,89.12%,0.43%,3.44%,13.62%,$3.06,14
Miles Bridges,PF/F/UTIL,CHA,34.19,10.78,91.48%,0.39%,3.31%,4.0%,$3.04,48
Jalen Wilson,PF/SF/F/UTIL,BKN,17.46,6.77,108.13%,0.0%,0.04%,0.15%,$3.04,48
Josh Green,PF/SF/F/UTIL,CHA,13.43,4.88,96.12%,0.0%,0.02%,0.1%,$3.00,48
Vasilije Micic,PG/G/UTIL,CHA,7.02,4.31,144.18%,0.0%,0.01%,0.1%,$2.88,48
Day'Ron Sharpe,C/UTIL,BKN,21.74,11.51,89.82%,0.03%,0.45%,4.55%,$2.83,48
Tyrese Martin,SF/SG/G/F/UTIL,BKN,26.07,8.71,90.73%,0.14%,2.6%,5.74%,$2.80,48
Noah Clowney,C/PF/F/UTIL,BKN,25.46,8.43,91.63%,0.08%,2.58%,6.18%,$2.78,48
Keon Johnson,PG/SG/G/UTIL,BKN,29.04,9.02,92.33%,0.2%,2.43%,7.47%,$2.73,48
Reece Beekman,PG/G/UTIL,BKN,6.92,4.02,96.12%,0.0%,0.03%,0.1%,$2.73,48
Bradley Beal,SF/SG/G/F/UTIL,PHX,31.22,10.11,90.9%,0.11%,2.57%,3.25%,$2.71,48
Jaylin Williams,C/UTIL,OKC,25.614739583333332,4.388393696995227,100.48%,0.0%,0.11%,3.65%,$2.67,14
Jarace Walker,PF/SF/F/UTIL,IND,24.64875,2.5584949857402357,96.12%,0.0%,0.01%,0.1%,$2.52,12
Andrew Nembhard,PG/SG/G/UTIL,IND,22.229374999999997,3.5208222136497636,87.43%,0.15%,1.75%,17.45%,$2.49,12
DaQuan Jeffries,PF/F/UTIL,CHA,0,0.0,96.12%,0.0%,0.01%,0.03%,$2.42,48
Royce O'Neale,PF/SF/F/UTIL,PHX,20.91,8.43,93.14%,0.0%,0.34%,0.87%,$2.39,48
Cody Martin,SF/SG/G/F/UTIL,CHA,18.52,6.95,95.94%,0.0%,0.41%,1.15%,$2.34,48
Eric Gordon,SG/G/UTIL,PHI,19.64453125,2.626412439616869,91.97%,0.03%,0.36%,2.76%,$2.28,15
Ziaire Williams,SF/SG/G/F/UTIL,BKN,23.32,9.32,91.31%,0.01%,1.62%,3.36%,$2.25,48
LaMelo Ball,PG/G/UTIL,CHA,42.49,13.16,88.5%,0.0%,4.55%,7.6%,$2.09,48
Nic Claxton,C/UTIL,BKN,28.68,11.43,92.28%,0.0%,0.64%,2.77%,$2.02,48
Collin Gillespie,PG/G/UTIL,PHX,0,0.0,96.12%,0.0%,0.01%,0.03%,$2.00,48
Isaiah Joe,SF/SG/G/F/UTIL,OKC,16.361944444444447,4.3934090040775065,83.37%,0.22%,4.74%,16.17%,$1.94,14
Jalen Bridges,SF/F/UTIL,PHX,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Jusuf Nurkic,C/UTIL,PHX,0,0.0,96.12%,0.0%,0.01%,0.04%,$1.92,48
Grant Williams,C/UTIL,CHA,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
D'Angelo Russell,PG/SG/G/UTIL,BKN,0,0.0,96.12%,0.0%,0.01%,0.05%,$1.92,48
Adem Bona,C/UTIL,PHI,3.3935546875,3.6405716984788286,96.12%,0.0%,0.01%,0.1%,$1.92,15
Ben Simmons,PG/G/UTIL,BKN,25.78,10.09,87.78%,0.0%,0.39%,1.24%,$1.91,48
Trey Murphy III,PF/SF/F/UTIL,NOP,47.118125,4.173169036415357,82.3%,0.61%,0.61%,0.92%,$1.90,12
Darius Garland,PG/G/UTIL,CLE,31.178125,5.306679473135715,87.14%,0.04%,4.71%,6.94%,$1.89,12
Tyrese Maxey,PG/G/UTIL,PHI,47.8681640625,5.845717984414576,87.81%,0.05%,1.4%,6.56%,$1.85,15
Mason Plumlee,C/UTIL,PHX,19.06,9.25,92.57%,0.0%,0.08%,0.52%,$1.82,48
Myles Turner,C/UTIL,IND,32.051249999999996,4.779250127069916,80.32%,0.09%,1.36%,6.06%,$1.80,12
Ryan Dunn,PF/SF/F/UTIL,PHX,17.73,7.36,89.55%,0.0%,0.09%,0.33%,$1.73,48
Jarrett Allen,C/UTIL,CLE,30.9575,5.8156025263571,84.97%,0.11%,6.44%,10.81%,$1.72,12
Jonathan Isaac,C/PF/F/UTIL,ORL,16.4814453125,4.774349741719378,88.51%,0.0%,0.77%,3.8%,$1.61,15
Brandon Miller,SF/SG/G/F/UTIL,CHA,31.03,9.14,87.52%,0.0%,2.56%,0.94%,$1.56,48
Kelly Oubre Jr.,SG/G/UTIL,PHI,23.8173828125,3.531354547524464,84.09%,0.01%,4.19%,12.37%,$1.55,15
Georges Niang,PF/SF/F/UTIL,CLE,13.9125,2.845342524828653,96.12%,0.0%,0.03%,0.1%,$1.55,12
Cody Williams,SF/F/UTIL,UTA,17.75,6.11,96.11%,0.0%,0.02%,0.1%,$1.55,48
Bol Bol,C/PF/F/UTIL,PHX,0,0.0,109.63%,0.0%,0.02%,0.03%,$1.48,48
Max Strus,SF/SG/G/F/UTIL,CLE,12.506875,3.025778880061689,82.54%,0.03%,7.2%,9.57%,$1.43,12
Tyus Jones,PG/G/UTIL,PHX,23.23,8.98,86.87%,0.0%,0.28%,1.16%,$1.37,48
Jrue Holiday,PG/G/UTIL,BOS,29.75,3.585594238605213,80.83%,0.24%,1.22%,4.26%,$1.19,12
Al Horford,C/PF/F/UTIL,BOS,24.353125,3.5023159208053496,73.45%,0.98%,0.34%,0.2%,$1.17,12
Ricky Council IV,PF/SF/F/UTIL,PHI,3.7373046874999996,4.347882771326143,82.79%,0.0%,0.38%,25.54%,$1.10,15
Dean Wade,PF/SF/F/UTIL,CLE,23.7775,2.845342524828653,82.32%,0.01%,0.37%,0.27%,$1.05,12
KJ Simpson,PG/G/UTIL,CHA,0,0.0,72.09%,0.0%,0.02%,0.03%,$1.01,48
Bennedict Mathurin,SF/SG/G/F/UTIL,IND,24.2175,3.9140809365935616,80.17%,0.06%,2.24%,4.6%,$0.87,12
Oscar Tshiebwe,C/UTIL,UTA,9.61,5.88,96.12%,0.0%,0.01%,0.1%,$0.85,48
Daniel Theis,C/UTIL,NOP,10.45375,2.9933928675839643,99.65%,0.0%,0.04%,0.1%,$0.83,12
Jaylen Brown,SF/SG/G/F/UTIL,BOS,32.886875,5.149375983958196,81.38%,0.0%,2.0%,7.87%,$0.81,12
Kenrich Williams,C/PF/F/UTIL,OKC,6.540538194444444,4.057383429564729,82.87%,0.0%,0.35%,4.94%,$0.78,14
Sam Merrill,SG/G/UTIL,CLE,11.770624999999999,0.9854600939650454,96.1%,0.0%,0.01%,0.1%,$0.76,12
Jordan Poole,PG/SG/G/UTIL,WAS,28.45892361111111,5.045398924773941,83.22%,0.0%,0.64%,4.29%,$0.73,14
Nick Smith Jr.,SF/SG/G/F/UTIL,CHA,12.7,6.24,77.32%,0.0%,0.08%,0.1%,$0.64,48
Nick Richards,C/UTIL,CHA,15.54,8.66,76.89%,0.0%,0.05%,0.5%,$0.60,48
Guerschon Yabusele,C/PF/F/UTIL,PHI,11.978515625,3.838202733539108,72.42%,0.0%,2.14%,6.38%,$0.52,15
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,72.09%,0.0%,0.02%,0.05%,$0.48,48
Jonas Valanciunas,C/UTIL,WAS,22.02371527777778,7.532991237584948,77.86%,0.0%,0.26%,3.74%,$0.44,14
Yves Missi,C/UTIL,NOP,25.223750000000003,3.867815204482526,79.41%,0.0%,0.19%,1.77%,$0.25,12
Jeremiah Robinson-Earl,C/PF/F/UTIL,NOP,0,0.0,96.1%,0.0%,0.02%,0.03%,$0.25,12
Donovan Mitchell,PG/SG/G/UTIL,CLE,24.107499999999998,5.625913024701856,73.82%,0.0%,1.71%,4.91%,$0.14,12
Goga Bitadze,C/UTIL,ORL,23.279296875,6.615438857807243,66.02%,0.0%,0.19%,1.43%,$0.14,15
Carlton Carrington,PG/SG/G/UTIL,WAS,25.75170138888889,3.0141995564504356,70.28%,0.0%,0.17%,0.27%,$0.12,14
Paolo Banchero,PF/F/UTIL,ORL,34.5908203125,7.76481935118413,75.58%,0.0%,2.73%,2.75%,$0.11,15
Luke Kornet,C/UTIL,BOS,17.64625,2.174489409218645,98.37%,0.0%,0.03%,0.1%,$0.11,12
Keyonte George,PG/G/UTIL,UTA,0,0.0,96.12%,0.0%,0.01%,0.05%,$0.09,48
Bilal Coulibaly,SF/F/UTIL,WAS,32.23880208333333,3.751449697545634,53.9%,0.0%,0.26%,2.11%,$0.05,14
Cameron Johnson,PF/SF/F/UTIL,BKN,0,0.0,72.09%,0.0%,0.04%,0.06%,$0.05,48
Isaiah Wong,PG/SG/G/UTIL,CHA,0,0.0,100.62%,0.0%,0.01%,0.03%,$0.01,48
EJ Harkless,PG/SG/G/UTIL,UTA,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Reggie Jackson,PG/G/UTIL,PHI,5.169921875,1.8878964664968783,0%,0%,0.0%,0.1%,$0.00,15
Ousmane Dieng,C/PF/F/UTIL,OKC,0,0.0,0%,0%,0.0%,0.03%,$0.00,14
Damion Lee,SG/G/UTIL,PHX,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Richaun Holmes,C/UTIL,WAS,0,0.0,0%,0%,0.0%,0.03%,$0.00,14
Ben Sheppard,SF/SG/G/F/UTIL,IND,18.603125,1.8228698451747791,100.94%,0.0%,0.01%,0.1%,$0.00,12
Jordan Walsh,SF/SG/G/F/UTIL,BOS,0,0.0,0%,0%,0.0%,0.03%,$0.00,12
Johnny Juzang,SF/SG/G/F/UTIL,UTA,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Patrick Baldwin Jr.,PF/F/UTIL,WAS,0,0.0,0%,0%,0.0%,0.03%,$0.00,14
Quenton Jackson,PG/SG/G/UTIL,IND,0,0.0,0%,0%,0.0%,0.03%,$0.00,12
TyTy Washington Jr.,PG/G/UTIL,PHX,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Xavier Tillman,C/PF/F/UTIL,BOS,0,0.0,0%,0%,0.0%,0.03%,$0.00,12
Gary Harris,SF/SG/G/F/UTIL,ORL,0,0.0,0%,0%,0.0%,0.03%,$0.00,15
KJ Martin,PF/SF/F/UTIL,PHI,0,0.0,0%,0%,0.0%,0.03%,$0.00,15
Drew Peterson,PF/F/UTIL,BOS,0,0.0,0%,0%,0.0%,0.03%,$0.00,12
James Wiseman,C/UTIL,IND,0,0.0,0%,0%,0.0%,0.03%,$0.00,12
Adam Flagler,PG/G/UTIL,OKC,0,0.0,0%,0%,0.0%,0.03%,$0.00,14
Ajay Mitchell,PG/G/UTIL,OKC,0,0.0,0%,0%,0.0%,0.03%,$0.00,14
Alexandre Sarr,C/PF/F/UTIL,WAS,22.52918402777778,5.050414231856221,68.2%,0.0%,0.97%,1.61%,$-0.02,14
Anthony Black,PG/G/UTIL,ORL,27.9287109375,4.275071337356567,39.44%,0.0%,0.16%,0.7%,$-0.09,15
Derrick White,PG/SG/G/UTIL,BOS,20.843125,3.664245983193972,72.63%,0.0%,0.96%,6.33%,$-0.11,12
Lauri Markkanen,PF/SF/F/UTIL,UTA,0,0.0,75.93%,0.0%,0.17%,0.07%,$-0.15,48
Maxwell Lewis,SF/F/UTIL,BKN,0,0.0,102.75%,0.0%,0.02%,0.03%,$-0.19,48
Kyshawn George,PF/SF/F/UTIL,WAS,12.898993055555554,2.7182964385959,83.24%,0.0%,0.14%,0.46%,$-0.21,14
Trendon Watford,PF/F/UTIL,BKN,0,0.0,48.06%,0.0%,0.01%,0.04%,$-0.31,48
Zion Williamson,C/PF/F/UTIL,NOP,38.316250000000004,6.643759131144626,69.43%,0.0%,0.51%,1.36%,$-0.34,12
Kyle Kuzma,PF/F/UTIL,WAS,15.983576388888888,5.170781601830948,61.42%,0.0%,0.37%,2.39%,$-0.34,14
Caris LeVert,PG/SG/G/UTIL,CLE,15.631875,3.812296325949284,53.46%,0.0%,0.56%,1.64%,$-0.47,12
Payton Pritchard,PG/SG/G/UTIL,BOS,19.77875,4.020492120448941,68.67%,0.0%,0.71%,1.06%,$-0.53,12
John Collins,C/PF/F/UTIL,UTA,0,0.0,64.03%,0.0%,0.12%,0.06%,$-0.57,48
Tristan da Silva,PF/SF/F/UTIL,ORL,4.138671875,3.578161897933477,66.99%,0.0%,1.61%,1.79%,$-0.61,15
Caleb Houstan,PF/SF/F/UTIL,ORL,12.353515625,2.4651871215413785,69.87%,0.0%,0.06%,0.1%,$-0.78,15
Tyrese Haliburton,PG/G/UTIL,IND,20.23125,5.1077368250582635,61.94%,0.0%,1.65%,5.13%,$-0.80,12
Javonte Green,PF/SF/F/UTIL,NOP,17.305625,1.8367495648080896,65.24%,0.0%,0.07%,0.1%,$-0.89,12
Taj Gibson,C/UTIL,CHA,0,0.0,87.54%,0.0%,0.01%,0.03%,$-0.89,48
Taylor Hendricks,SF/F/UTIL,UTA,0,0.0,96.1%,0.0%,0.01%,0.03%,$-0.92,48
Kentavious Caldwell-Pope,SG/G/UTIL,ORL,0,0.0,48.06%,0.0%,0.02%,0.04%,$-0.96,15
Jose Alvarado,PG/G/UTIL,NOP,9.810625,3.60872710466073,64.53%,0.0%,0.4%,1.16%,$-1.07,12
Corey Kispert,SF/SG/G/F/UTIL,WAS,23.07529513888889,3.1195210051783206,68.71%,0.0%,0.27%,0.1%,$-1.07,14
Jared Butler,PG/G/UTIL,WAS,1.823888888888889,5.466684719685482,57.55%,0.0%,1.1%,1.48%,$-1.18,14
Wendell Carter Jr.,C/UTIL,ORL,17.12109375,5.221619978961062,61.65%,0.0%,0.12%,2.91%,$-1.22,15
Sam Hauser,PF/SF/F/UTIL,BOS,8.376875,2.2716474466518184,51.21%,0.0%,0.08%,0.1%,$-1.25,12
Cam Thomas,SG/G/UTIL,BKN,0,0.0,56.16%,0.0%,0.06%,0.06%,$-1.34,48
Thomas Bryant,C/UTIL,IND,12.515625,3.9464669490712856,67.5%,0.0%,0.07%,0.1%,$-1.39,12
CJ McCollum,PG/SG/G/UTIL,NOP,25.254375,4.501655734403706,46.85%,0.0%,0.63%,1.3%,$-1.44,12
Isaac Okoro,PF/SF/F/UTIL,CLE,5.04625,2.3410460448183708,70.21%,0.0%,0.03%,0.1%,$-1.58,12
Jordan Hawkins,SG/G/UTIL,NOP,4.99,3.1044306246504485,53.88%,0.0%,0.18%,0.07%,$-1.62,12
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,2.58,3.4005313101610724,47.82%,0.0%,0.15%,0.91%,$-1.71,12
De'Anthony Melton,PG/G/UTIL,BKN,0,0.0,48.61%,0.0%,0.01%,0.03%,$-1.93,48
Joel Embiid,C/UTIL,PHI,0,0.0,48.19%,0.0%,0.12%,0.08%,$-1.94,15
Walker Kessler,C/UTIL,UTA,0,0.0,36.0%,0.0%,0.04%,0.06%,$-2.12,48
Justin Champagnie,PF/SF/F/UTIL,WAS,6.475885416666667,3.7063119338051114,36.69%,0.0%,0.19%,0.51%,$-2.49,14
Dariq Whitehead,SG/G/UTIL,BKN,0,0.0,47.97%,0.0%,0.01%,0.03%,$-3.03,48
Trevelin Queen,PG/SG/G/UTIL,ORL,13.890625,2.8708508250861615,43.64%,0.0%,0.02%,0.1%,$-3.34,15
Jared McCain,PG/G/UTIL,PHI,0,0.0,46.61%,0.0%,0.01%,0.03%,$-3.35,15
Caleb Martin,PF/SF/F/UTIL,PHI,0,0.0,18.73%,0.0%,0.03%,0.04%,$-3.66,15
Andre Drummond,C/UTIL,PHI,0,0.0,0.0%,0.0%,0.02%,0.04%,$-3.84,15
