Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Collin Gillespie,PG/G/UTIL,PHX,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.31,48
Jalen Hood-Schifino,PG/G/UTIL,LAL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.31,48
Johnny Juzang,SF/SG/G/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.05%,0.04%,$-4.31,48
Sam Merrill,SG/G/UTIL,CLE,16.42,6.72,0.0%,0.0%,0.05%,0.65%,$-4.31,48
Anthony Gill,C/UTIL,WAS,0,0.0,5.38%,0.0%,0.03%,0.03%,$-4.48,48
Zyon Pullin,PG/SG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Pete Nance,C/UTIL,PHI,0,0.0,1.12%,0.0%,0.03%,0.03%,$-4.49,48
Torrey Craig,PF/F/UTIL,CHI,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Trey Jemison,C/UTIL,LAL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Armel Traore,PF/SF/F/UTIL,LAL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Santi Aldama,PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.03%,0.05%,$-4.49,48
TyTy Washington Jr.,PG/G/UTIL,PHX,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Ronald Holland II,PF/SF/F/UTIL,DET,22.175234375000002,5.2611338105087935,10.78%,0.0%,0.01%,0.1%,$-5.37,39
Trayce Jackson-Davis,C/UTIL,GSW,17.25,9.6,0.89%,0.0%,0.01%,0.08%,$-5.38,48
Craig Porter Jr.,PG/G/UTIL,CLE,4.22,2.86,0.0%,0.0%,0.01%,0.1%,$-5.38,48
Seth Curry,SG/G/UTIL,CHA,31.28875,3.8846414631962283,0.0%,0.0%,0.01%,0.1%,$-5.38,36
Patty Mills,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.01%,0.03%,$-5.38,48
EJ Harkless,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.01%,0.03%,$-5.38,48
Christian Wood,PF/F/UTIL,LAL,0,0.0,0.0%,0.0%,0.01%,0.04%,$-5.38,48
Bronny James,PG/G/UTIL,LAL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-5.38,48
Andre Drummond,C/UTIL,PHI,0,0.0,0.0%,0.0%,0.01%,0.05%,$-5.38,48
Trevelin Queen,PG/SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.01%,0.04%,$-5.38,39
Christian Koloko,C/UTIL,LAL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-5.38,48
Drew Eubanks,C/UTIL,UTA,16.16,8.73,0.0%,0.0%,0.01%,0.12%,$-5.38,48
Kevon Looney,C/UTIL,GSW,15.28,8.89,0.0%,0.0%,0.01%,0.1%,$-5.38,48
