Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Justin Minaya,PF/F/UTIL,POR,0,0.0,3.83%,0.0%,0.18%,0.03%,$-2.91,48
Liam Robbins,C/UTIL,MIL,0,0.0,0.78%,0.0%,0.11%,0.03%,$-2.91,48
Josh Green,SF/F/UTIL,CHA,16.72,4.85,0.06%,0.0%,0.11%,0.1%,$-2.92,48
Pat Connaughton,PF/SF/F/UTIL,MIL,0,0.0,0.04%,0.0%,0.11%,0.03%,$-2.92,48
Ajay Mitchell,PG/G/UTIL,OKC,0,0.0,0.05%,0.0%,0.11%,0.03%,$-2.92,48
Zeke Nnaji,C/PF/F/UTIL,DEN,14.05,6.93,0.07%,0.0%,0.11%,0.1%,$-2.92,48
Dwight Powell,C/UTIL,DAL,0,0.0,0.06%,0.0%,0.09%,0.03%,$-2.94,48
Pat Spencer,PG/G/UTIL,GSW,0,0.0,3.22%,0.0%,0.16%,0.03%,$-2.94,48
Anthony Davis,C/PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,1.65%,0.1%,$-2.96,48
Duop Reath,C/UTIL,POR,0,0.0,0.02%,0.0%,0.14%,0.03%,$-2.97,48
Giannis Antetokounmpo,C/PF/F/UTIL,MIL,0,0.0,0.0%,0.0%,2.36%,0.11%,$-2.98,48
PJ Hall,C/PF/F/UTIL,DEN,0,0.0,1.75%,0.0%,0.23%,0.03%,$-3.00,48
Adam Flagler,PG/G/UTIL,OKC,0,0.0,1.25%,0.0%,0.1%,0.03%,$-3.00,48
Jerami Grant,PF/F/UTIL,POR,0,0.0,0.16%,0.0%,0.45%,0.53%,$-3.02,48
Trevelin Queen,PG/SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-3.03,36
Luka Garza,C/UTIL,MIN,4.872309027777778,4.810159815786343,0.0%,0.0%,0.05%,0.1%,$-3.03,37
Kevin Porter Jr.,PG/SG/G/UTIL,MIL,0,0.0,0.01%,0.0%,0.05%,0.04%,$-3.03,48
Elfrid Payton,PG/G/UTIL,CHA,0,0.0,0.01%,0.0%,0.28%,0.03%,$-3.04,48
DaRon Holmes II,C/UTIL,DEN,0,0.0,0.01%,0.0%,0.08%,0.03%,$-3.07,48
Ousmane Dieng,C/PF/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.08%,0.03%,$-3.07,48
Mike Conley,PG/G/UTIL,MIN,0,0.0,0.0%,0.0%,0.08%,0.05%,$-3.07,37
Jonathan Kuminga,PF/SF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.08%,0.06%,$-3.07,48
Matisse Thybulle,SG/G/UTIL,POR,0,0.0,0.1%,0.0%,0.11%,0.03%,$-3.09,48
Jett Howard,PF/SF/F/UTIL,ORL,0,0.0,0.6%,0.0%,0.03%,0.03%,$-3.14,36
Tyler Herro,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.06%,0.08%,$-3.15,48
Max Strus,SF/SG/G/F/UTIL,CLE,0,0.0,0.05%,0.0%,0.09%,0.04%,$-3.15,37
PJ Washington,PF/SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.09%,0.07%,$-3.15,48
Nikola Topic,PG/G/UTIL,OKC,0,0.0,0.02%,0.0%,0.09%,0.03%,$-3.15,48
Jaylin Williams,C/UTIL,OKC,18.1,9.74,0.0%,0.0%,0.03%,0.08%,$-3.15,48
Kevin Love,C/UTIL,MIA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.15,48
Caleb Martin,PF/F/UTIL,DAL,0,0.0,2.99%,0.0%,0.04%,0.04%,$-3.23,48
Trayce Jackson-Davis,C/UTIL,GSW,0,0.0,0.0%,0.0%,0.04%,0.03%,$-3.31,48
Keaton Wallace,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.04%,0.04%,$-3.31,36
Isaiah Joe,SG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.04%,0.04%,$-3.31,48
Reece Beekman,PG/G/UTIL,BKN,0,0.0,11.74%,0.0%,0.01%,0.03%,$-3.50,48
Daeqwon Plowden,SG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.78,36
Josh Minott,SF/SG/G/F/UTIL,MIN,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.78,37
Jordan Walsh,SF/SG/G/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.78,48
Blake Wesley,PG/G/UTIL,SAS,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.78,36
Jalen Suggs,PG/SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.01%,0.07%,$-3.78,36
Keshad Johnson,SF/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.78,48
Neemias Queta,C/UTIL,BOS,19.86,9.38,0.0%,0.0%,0.01%,0.1%,$-3.78,48
