Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Trendon Watford,C/PF/F/UTIL,BKN,20.65,10.26,10.74%,0.23%,0.45%,0.26%,$-2.40,48
Jeremiah Robinson-Earl,C/PF/F/UTIL,NOP,12.54,6.66,6.47%,0.24%,0.13%,0.1%,$-2.40,48
Alex Caruso,PG/SF/G/F/UTIL,OKC,21.81,8.62,10.34%,0.32%,8.35%,3.74%,$-2.41,48
Jayson Tatum,PF/SF/F/UTIL,BOS,48.94,14.76,10.75%,0.23%,12.0%,6.5%,$-2.41,48
Kyrie Irving,PG/G/UTIL,DAL,42.85,11.81,10.57%,0.29%,4.62%,3.37%,$-2.42,48
Day'Ron Sharpe,C/UTIL,BKN,23.83,12.22,10.34%,0.32%,2.92%,4.75%,$-2.43,48
Nic Claxton,C/UTIL,BKN,29.36,11.61,10.54%,0.09%,2.53%,3.58%,$-2.44,48
Zion Williamson,PF/F/UTIL,NOP,42.2,19.59,9.26%,0.24%,7.01%,6.38%,$-2.44,48
Tosan Evbuomwan,PF/SF/F/UTIL,BKN,20.92,7.6,10.78%,0.07%,9.12%,5.73%,$-2.45,48
Antonio Reeves,PG/SG/G/UTIL,NOP,15.76,6.71,11.6%,0.0%,0.25%,0.1%,$-2.45,48
Klay Thompson,SG/G/UTIL,DAL,26.37,9.57,9.72%,0.31%,6.64%,4.41%,$-2.46,48
LaMelo Ball,PG/G/UTIL,CHA,46.45,16.0,9.38%,0.23%,7.59%,5.81%,$-2.47,48
Taj Gibson,C/UTIL,CHA,16.5,7.48,8.53%,0.32%,9.52%,5.92%,$-2.48,48
Aaron Gordon,C/PF/F/UTIL,DEN,25.8,9.46,8.78%,0.17%,4.92%,3.33%,$-2.48,48
Donovan Clingan,C/UTIL,POR,16.14,8.65,10.05%,0.0%,1.05%,1.58%,$-2.48,48
Stanley Umude,SG/G/UTIL,MIL,0,0.0,7.99%,0.0%,0.08%,0.03%,$-2.48,48
Javonte Green,PF/SF/F/UTIL,NOP,16.54,6.31,8.61%,0.29%,4.77%,2.33%,$-2.49,48
Dante Exum,SF/F/UTIL,DAL,18.1,7.89,10.09%,0.0%,1.24%,0.85%,$-2.49,48
Julian Strawther,SF/SG/G/F/UTIL,DEN,17.67,6.78,9.6%,0.0%,0.19%,0.1%,$-2.49,48
Luguentz Dort,SF/SG/G/F/UTIL,OKC,22.34,6.08,9.83%,0.17%,5.74%,2.36%,$-2.50,48
Quinten Post,C/UTIL,GSW,20.79,9.8,9.18%,0.2%,0.71%,1.06%,$-2.50,48
Jarrett Allen,C/UTIL,CLE,35.65890625,10.261619802805702,9.22%,0.13%,4.14%,4.12%,$-2.51,42
Keegan Murray,PF/F/UTIL,SAC,28.32,6.67,9.23%,0.08%,2.56%,2.55%,$-2.51,48
DeMar DeRozan,SF/F/UTIL,SAC,32.24,9.85,9.44%,0.07%,3.36%,2.52%,$-2.52,48
Harrison Ingram,PF/SF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.03%,0.03%,$-2.52,44
Daeqwon Plowden,SG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-2.52,42
Dwight Powell,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-2.52,48
Kevin Love,C/UTIL,MIA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-2.52,48
Duop Reath,C/UTIL,POR,0,0.0,0.0%,0.0%,0.02%,0.03%,$-2.52,48
Brandon Williams,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-2.52,48
Colby Jones,SF/F/UTIL,WAS,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.52,44
Blake Wesley,PG/G/UTIL,SAS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-2.52,44
AJ Johnson,PG/G/UTIL,WAS,6.77263888888889,4.699750284864814,0.0%,0.0%,0.03%,0.1%,$-2.52,44
Robert Williams,C/UTIL,POR,0,0.0,0.0%,0.0%,0.03%,0.04%,$-2.52,48
Terrence Shannon Jr.,SF/SG/G/F/UTIL,MIN,0,0.0,0.0%,0.0%,0.03%,0.03%,$-2.52,42
Branden Carlson,C/UTIL,OKC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-2.52,48
Noah Clowney,C/UTIL,BKN,0,0.0,0.0%,0.0%,0.03%,0.05%,$-2.52,48
Tre Mann,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-2.52,48
Herbert Jones,C/UTIL,NOP,0,0.0,0.0%,0.0%,0.03%,0.03%,$-2.52,48
Jusuf Nurkic,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.01%,0.04%,$-2.52,48
Josh Minott,SF/SG/G/F/UTIL,MIN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-2.52,42
Alexandre Sarr,C/UTIL,WAS,0,0.0,0.0%,0.0%,0.01%,0.05%,$-2.52,44
Jaylen Martin,SF/SG/G/F/UTIL,WAS,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.52,44
Alex Len,C/UTIL,WAS,0,0.0,0.0%,0.0%,0.01%,0.04%,$-2.52,44
Caleb Houstan,PF/SF/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-2.52,42
Malaki Branham,SF/SG/G/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.52,44
Trayce Jackson-Davis,C/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.03%,$-2.52,48
Jalen Suggs,PG/SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.02%,0.07%,$-2.52,42
JT Thor,PF/SF/F/UTIL,CLE,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.52,42
Tristan Thompson,C/UTIL,CLE,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.52,42
Kelly Olynyk,C/UTIL,NOP,0,0.0,0.0%,0.0%,0.01%,0.04%,$-2.52,48
David Duke Jr.,SG/G/UTIL,SAS,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.52,44
Jae Crowder,C/UTIL,SAC,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.52,48
Donte DiVincenzo,PG/G/UTIL,MIN,0,0.0,0.0%,0.0%,0.01%,0.05%,$-2.52,42
Davion Mitchell,PG/SG/G/UTIL,MIA,14.97,6.61,7.12%,0.0%,0.24%,0.15%,$-2.56,48
Isaiah Hartenstein,C/UTIL,OKC,34.29,13.95,8.69%,0.07%,2.51%,3.79%,$-2.56,48
Chris Paul,PG/G/UTIL,SAS,29.958819444444444,9.371074660748592,7.61%,0.24%,2.66%,4.26%,$-2.57,44
Karlo Matkovic,C/PF/F/UTIL,NOP,18.14,7.94,7.31%,0.39%,2.05%,1.26%,$-2.57,48
Shaedon Sharpe,SF/SG/G/F/UTIL,POR,24.84,9.52,7.27%,0.4%,2.04%,0.74%,$-2.58,48
Nikola Jovic,C/PF/F/UTIL,MIA,26.26,8.52,7.24%,0.29%,5.42%,3.83%,$-2.59,48
Yves Missi,C/UTIL,NOP,26.37,8.65,7.2%,0.05%,0.98%,1.39%,$-2.61,48
Ziaire Williams,SF/SG/G/F/UTIL,BKN,20.55,8.21,7.07%,0.15%,4.4%,1.8%,$-2.62,48
Gary Trent Jr.,SF/SG/G/F/UTIL,MIL,18.66,7.31,7.44%,0.04%,4.81%,1.87%,$-2.63,48
Onyeka Okongwu,C/UTIL,ATL,31.6665625,10.860367816434401,6.91%,0.05%,2.95%,3.05%,$-2.65,42
Donovan Mitchell,PG/SG/G/UTIL,CLE,43.41140625,11.799941622436359,6.39%,0.05%,3.83%,3.03%,$-2.66,42
Rudy Gobert,C/UTIL,MIN,29.72765625,8.050857906330506,6.88%,0.0%,4.06%,5.77%,$-2.66,42
Stephon Castle,PG/SG/G/UTIL,SAS,24.41847222222222,10.536536928971115,5.88%,0.11%,4.68%,3.28%,$-2.66,44
Jalen Wilson,SG/G/UTIL,BKN,14.08,6.37,4.45%,0.0%,0.19%,0.1%,$-2.67,48
Olivier-Maxence Prosper,PF/F/UTIL,DAL,11.21,6.57,6.65%,0.0%,0.29%,0.1%,$-2.68,48
Goga Bitadze,C/UTIL,ORL,22.71453125,10.869579324336382,5.88%,0.01%,3.07%,4.11%,$-2.69,42
Duncan Robinson,SG/G/UTIL,MIA,16.04,6.86,5.75%,0.0%,0.71%,0.51%,$-2.69,48
Jaylin Williams,C/UTIL,OKC,18.11,9.74,5.23%,0.0%,0.07%,0.08%,$-2.69,48
Jaden McDaniels,SF/F/UTIL,MIN,31.6665625,6.687554736837469,5.63%,0.09%,3.32%,1.54%,$-2.70,42
D'Angelo Russell,PG/G/UTIL,BKN,25.77,11.26,5.8%,0.0%,1.08%,1.08%,$-2.71,48
Luke Kornet,C/UTIL,BOS,21.39,9.46,6.19%,0.0%,0.26%,0.48%,$-2.71,48
Miles Bridges,PF/F/UTIL,CHA,40.39,13.7,5.5%,0.01%,2.45%,1.8%,$-2.72,48
Andre Jackson Jr.,SF/SG/G/F/UTIL,MIL,11.57,5.35,6.34%,0.0%,0.37%,0.1%,$-2.72,48
Keon Ellis,PG/SG/G/UTIL,SAC,17.84,7.14,5.78%,0.0%,1.31%,0.64%,$-2.73,48
Kel'el Ware,C/UTIL,MIA,29.63,10.61,5.76%,0.0%,0.81%,1.28%,$-2.73,48
Wendell Carter Jr.,C/UTIL,ORL,18.4209375,9.782621391902742,4.38%,0.0%,1.12%,2.93%,$-2.74,42
Anthony Edwards,PG/SG/G/UTIL,MIN,34.5721875,12.481593207182879,3.86%,0.01%,11.19%,6.63%,$-2.75,42
Ty Jerome,PG/G/UTIL,CLE,17.2725,9.064123775548305,4.44%,0.04%,2.16%,5.9%,$-2.75,42
Cameron Johnson,PF/SF/F/UTIL,BKN,26.89,10.42,4.81%,0.0%,2.87%,1.66%,$-2.75,48
Spencer Dinwiddie,PG/SG/G/UTIL,DAL,18.69,8.28,4.89%,0.0%,1.27%,0.72%,$-2.76,48
Deni Avdija,PF/SF/F/UTIL,POR,28.72,11.31,4.71%,0.01%,2.25%,1.3%,$-2.76,48
Dyson Daniels,SG/G/UTIL,ATL,31.726875,8.041646398428528,4.59%,0.0%,2.26%,1.15%,$-2.77,42
Harrison Barnes,PF/SF/F/UTIL,SAS,21.95916666666666,7.352835123094952,3.39%,0.0%,2.04%,0.54%,$-2.77,44
Jeremy Sochan,C/PF/F/UTIL,SAS,21.43548611111111,9.740611477502075,3.41%,0.12%,4.44%,10.1%,$-2.79,44
Zaccharie Risacher,PF/SF/F/UTIL,ATL,23.675156249999997,7.2126106872503275,3.12%,0.19%,1.28%,0.42%,$-2.80,42
Trae Young,PG/G/UTIL,ATL,39.80671875,13.411955505282858,4.31%,0.0%,1.46%,3.51%,$-2.80,42
Kenrich Williams,PF/F/UTIL,OKC,14.14,7.19,3.59%,0.0%,0.75%,0.67%,$-2.80,48
Bryce McGowens,SG/G/UTIL,POR,0,0.0,2.26%,0.0%,0.07%,0.03%,$-2.80,48
Haywood Highsmith,PF/SF/F/UTIL,MIA,10.88,5.0,5.56%,0.0%,0.24%,0.1%,$-2.80,48
Josh Green,SF/F/UTIL,CHA,16.72,4.85,2.53%,0.0%,0.13%,0.1%,$-2.81,48
Tyrese Martin,SG/G/UTIL,BKN,13.65,6.54,5.24%,0.0%,0.15%,0.1%,$-2.81,48
Seth Curry,SG/G/UTIL,CHA,11.54,5.91,4.49%,0.0%,0.19%,0.1%,$-2.82,48
Chet Holmgren,C/PF/F/UTIL,OKC,29.23,12.67,3.71%,0.0%,1.88%,1.17%,$-2.82,48
Rob Dillingham,PG/G/UTIL,MIN,13.942031250000001,7.663974574447347,3.48%,0.0%,0.68%,1.15%,$-2.83,42
Alex Ducas,SG/G/UTIL,OKC,0,0.0,3.78%,0.0%,0.11%,0.03%,$-2.83,48
Malcolm Brogdon,PG/SG/G/UTIL,WAS,18.267638888888886,10.451259202028005,3.36%,0.0%,1.8%,3.3%,$-2.84,44
Vlatko Cancar,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.08%,0.03%,$-2.84,48
Ajay Mitchell,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.08%,0.03%,$-2.84,48
Brandon Miller,SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.08%,0.03%,$-2.84,48
Tyler Herro,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.08%,0.08%,$-2.84,48
Nikola Topic,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.08%,0.03%,$-2.84,48
Dereck Lively II,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.08%,0.06%,$-2.84,48
Dru Smith,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.08%,0.03%,$-2.84,48
Jordan Walsh,SF/SG/G/F/UTIL,BOS,0,0.0,2.15%,0.0%,0.23%,0.03%,$-2.87,48
Pelle Larsson,SF/SG/G/F/UTIL,MIA,0,0.0,2.07%,0.0%,0.23%,0.03%,$-2.87,48
Trevelin Queen,PG/SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,42
Reece Beekman,PG/G/UTIL,BKN,0,0.0,0.01%,0.0%,0.07%,0.03%,$-2.88,48
Isaiah Joe,SG/G/UTIL,OKC,0,0.0,0.01%,0.0%,0.07%,0.04%,$-2.88,48
Josh Christopher,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
JD Davison,PG/G/UTIL,BOS,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
Liam Robbins,C/UTIL,MIL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-2.88,48
Cam Reddish,SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.07%,0.04%,$-2.88,48
PJ Washington,PF/SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.07%,0.07%,$-2.88,48
Luka Garza,C/UTIL,MIN,6.278124999999998,5.186078948814731,0.0%,0.0%,0.07%,0.1%,$-2.88,42
Isaiah Crawford,PF/F/UTIL,SAC,0,0.0,4.7%,0.0%,0.13%,0.03%,$-2.89,48
Corey Kispert,PF/SF/F/UTIL,WAS,24.922638888888887,7.210705578189766,2.06%,0.0%,0.97%,4.81%,$-2.90,44
Cole Anthony,PG/SG/G/UTIL,ORL,23.32625,10.105024168472044,1.81%,0.0%,2.68%,2.68%,$-2.91,42
DaQuan Jeffries,PF/F/UTIL,CHA,11.02,5.31,0.0%,0.0%,0.13%,0.1%,$-2.91,48
Max Strus,SF/SG/G/F/UTIL,CLE,0,0.0,0.0%,0.0%,0.13%,0.04%,$-2.91,42
KJ Simpson,PG/G/UTIL,CHA,13.04,6.94,0.11%,0.0%,0.13%,0.1%,$-2.91,48
Mason Jones,SG/G/UTIL,SAC,0,0.0,0.0%,0.0%,0.13%,0.03%,$-2.91,48
Clint Capela,C/UTIL,ATL,0,0.0,0.0%,0.0%,0.13%,0.05%,$-2.91,42
De'Andre Hunter,PF/SF/F/UTIL,CLE,17.7471875,7.442898384799827,1.55%,0.01%,5.57%,1.41%,$-2.92,42
Georges Niang,PF/F/UTIL,ATL,12.227031250000001,6.31909442075827,1.71%,0.0%,1.3%,0.1%,$-2.92,42
Anthony Black,PG/G/UTIL,ORL,14.60046875,7.2863027504661675,1.69%,0.0%,0.82%,0.06%,$-2.93,42
Jaylon Tyson,SF/SG/G/F/UTIL,CLE,9.5396875,5.65586585181571,1.17%,0.0%,0.55%,0.1%,$-2.94,42
Torrey Craig,PF/SF/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.18%,0.03%,$-2.94,48
Jake LaRavia,PF/SF/F/UTIL,SAC,9.87,5.64,1.11%,0.0%,0.22%,0.1%,$-2.94,48
Devin Carter,PG/SG/G/UTIL,SAC,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
Maxwell Lewis,SF/F/UTIL,BKN,0,0.0,0.0%,0.0%,0.18%,0.03%,$-2.94,48
DaRon Holmes II,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.12%,0.03%,$-2.94,48
Keaton Wallace,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.06%,0.04%,$-2.94,42
Ryan Rollins,PG/SG/G/UTIL,MIL,7.62,4.74,0.05%,0.0%,0.24%,0.1%,$-2.94,48
Grant Williams,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
De'Anthony Melton,PG/G/UTIL,BKN,0,0.0,1.28%,0.0%,0.11%,0.03%,$-2.94,48
Gary Payton II,SF/SG/G/F/UTIL,GSW,13.13,7.4,0.09%,0.0%,0.12%,0.04%,$-2.94,48
Trey Alexander,PG/SG/G/UTIL,DEN,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
Elfrid Payton,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
Cason Wallace,PG/SG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.06%,0.04%,$-2.94,48
Kylor Kelley,C/UTIL,DAL,8.27,5.11,0.0%,0.0%,0.12%,0.1%,$-2.94,48
Daishen Nix,PG/G/UTIL,SAC,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
Dejounte Murray,PG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.06%,0.03%,$-2.94,48
Jamal Cain,SF/SG/G/F/UTIL,NOP,8.03,4.62,1.35%,0.0%,0.73%,0.1%,$-2.95,48
Darius Garland,PG/G/UTIL,CLE,27.084375000000005,10.344523373923522,0.74%,0.0%,3.2%,2.37%,$-2.96,42
Caris LeVert,SF/SG/G/F/UTIL,ATL,11.70640625,6.871784894877068,1.28%,0.0%,0.66%,0.1%,$-2.96,42
Vit Krejci,SF/SG/G/F/UTIL,ATL,15.687656249999998,6.42042100768005,0.65%,0.0%,1.14%,0.27%,$-2.96,42
Terance Mann,PG/SG/G/UTIL,ATL,9.56265625,5.370309106854331,0.0%,0.0%,0.4%,0.1%,$-2.96,42
Tyler Smith,PF/SF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.17%,0.03%,$-2.97,48
Isaiah Stevens,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.11%,0.03%,$-2.98,48
Jaylen Brown,SF/SG/G/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.22%,0.08%,$-2.98,48
Jabari Walker,C/PF/F/UTIL,POR,0,0.0,0.24%,0.0%,0.11%,0.03%,$-2.98,48
Keshad Johnson,SF/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.11%,0.03%,$-2.98,48
Mike Conley,PG/G/UTIL,MIN,0,0.0,0.0%,0.0%,0.11%,0.05%,$-2.98,42
Baylor Scheierman,SF/SG/G/F/UTIL,BOS,0,0.0,0.02%,0.0%,0.27%,0.03%,$-2.99,48
Tristan da Silva,PF/SF/F/UTIL,ORL,8.00078125,4.928156727559291,0.0%,0.0%,0.43%,0.1%,$-2.99,42
Sam Merrill,SG/G/UTIL,CLE,11.752343749999998,5.517693233286011,0.0%,0.0%,0.42%,1.01%,$-3.00,42
Keldon Johnson,PF/SF/F/UTIL,SAS,14.93173611111111,8.423544361380687,0.01%,0.0%,0.69%,0.35%,$-3.00,44
Giannis Antetokounmpo,C/PF/F/UTIL,MIL,0,0.0,0.0%,0.0%,3.67%,0.11%,$-3.00,48
