Position,Name + ID,PLAYER_NAME,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Visitor,Home,Opp,DK Player,SEASON_ID,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,MATCHUP,WL,Minutes Last Game,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE,GAME DATE,PLAYER,DK,PLUS MINUS,MATCH UP,W/L,TEAM,AST_CONSISTENCY,AST_CUM_AVG,AST_LAST_10_AVG,AST_LAST_3_AVG,AST_LAST_5_AVG,AST_PER_MIN,AST_TREND,AST_VS_TEAM_AVG,BLOWOUT_GAME,DAYS_REST,DK_CONSISTENCY,DK_CUM_AVG,DK_LAST_10_AVG,DK_LAST_3_AVG,DK_LAST_5_AVG,DK_TREND,DK_TREND_5,FREQ_ABOVE_20,FREQ_ABOVE_25,FREQ_ABOVE_30,GAME_DAY,IS_B2B,IS_HOME,IS_TOP_3_PROJ,LOW_MIN_TOP_PLAYER,MIN_ABOVE_20,MIN_ABOVE_25,MIN_ABOVE_30,MIN_ABOVE_AVG_STREAK,MIN_CONSISTENCY,MIN_CONSISTENCY_SCORE,MIN_CUM_AVG,MIN_LAST_10_AVG,MIN_LAST_3_AVG,MIN_LAST_5_AVG,MIN_TREND,MIN_VS_TEAM_AVG,PLUS MINUS_CONSISTENCY,PLUS MINUS_CUM_AVG,PLUS MINUS_LAST_10_AVG,PLUS MINUS_LAST_3_AVG,PLUS MINUS_LAST_5_AVG,PLUS MINUS_TREND,PLUS_MINUS_PER_MIN,PTS_ABOVE_AVG_STREAK,PTS_CONSISTENCY,PTS_CUM_AVG,PTS_LAST_10_AVG,PTS_LAST_3_AVG,PTS_LAST_5_AVG,PTS_PER_MIN,PTS_TREND,PTS_VS_TEAM_AVG,REB_CONSISTENCY,REB_CUM_AVG,REB_LAST_10_AVG,REB_LAST_3_AVG,REB_LAST_5_AVG,REB_PER_MIN,REB_TREND,REB_VS_TEAM_AVG,RECENT_IMPACT,RECENT_SCORING_EFF,ROLE_CHANGE_3_10,ROLE_CHANGE_5_10,SCORING_EFFICIENCY,TEAM_MIN_PERCENTAGE,TEAM_PROJ_RANK,WIN,Minutes,Projection,Min Minutes,Max Minutes,Original_Minutes,Predicted_Minutes,Min_Required_Minutes,injury
SF/PF,Kyshawn George (38239739),Kyshawn George,38239739,SF/PF/F/UTIL,5800,BKN@WAS 03/29/2025 07:00PM ET,WAS,21.47,BKN,WAS,BKN,Kyshawn George,22024,1642273,1610612764,22401039,3/24/2025,WAS vs. TOR,L,2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,0,0,5,5.1,1,3/24/2025,Kyshawn George,5.1,5,WAS vs. TOR,L,Washington Wizards,2.331,2.516,2.9,4.333,3.6,0.5,1,0.5,0,2,12.169,21.47,28.59,24.967,26.68,1,-3.64,0.8,0.8,0.4,144,0,1,1,1,0,0,0,0,10.25,0.377,26.797,27.2,19.333,23.6,0,0.1,11.993,-5.453,-5.5,-14.667,-10.2,0,2.5,0,6.703,8.625,11.4,7.333,10.4,0.0,1,0.0,2.3,4.266,5.2,5.667,5.4,1.5,1,0.75,0.25,0.262,7.867,3.6,0.0,0.83,2,0,0.0,0.0,0,48,0.0,0.0,0.0,Out
PG/SG,Jrue Holiday (38239745),Jrue Holiday,38239745,PG/SG/G/UTIL,5800,BOS@SAS 03/29/2025 08:00PM ET,BOS,25.19,BOS,SAS,SAS,Jrue Holiday,22024,201950,1610612738,22401058,3/26/2025,BOS @ PHX,W,30,6,10,0.6,2,5,0.4,2,2,1.0,0,2,2,3,1,0,0,1,16,28,25.9,1,3/26/2025,Jrue Holiday,25.9,28,BOS @ PHX,W,Boston Celtics,3.273,3.786,4.6,3.333,6.0,0.1,1,1.091,1,2,12.429,25.032,27.32,21.333,30.04,1,-3.28,1.0,0.9,0.8,146,0,0,0,0,1,1,0,0,4.467,0.136,30.607,32.8,28.0,32.0,1,1.506,12.508,4.411,8.0,16.667,13.8,1,0.933,1,6.111,10.929,10.7,9.667,10.4,0.533,0,1.455,1.838,4.179,3.6,1.667,3.2,0.067,0,0.5,0.57,0.347,4.8,0.8,0.533,12.552,5,1,28.0,23.77,0,48,28.0,28.0,0.0,
C,Kel'el Ware (38239743),Kelel Ware,38239743,C/UTIL,5800,MIA@PHI 03/29/2025 07:30PM ET,MIA,22.63,MIA,PHI,PHI,Kel'el Ware,22024,1642276,1610612748,22401062,3/27/2025,MIA vs. ATL,W,21,3,7,0.429,0,1,0.0,1,2,0.5,4,8,12,0,0,1,0,1,7,-7,24.4,1,3/27/2025,Kel'el Ware,24.4,-7,MIA vs. ATL,W,Miami Heat,1.687,0.927,1.2,1.667,1.2,0.0,1,0.0,0,2,10.231,22.947,27.16,27.833,33.24,1,0.64,0.7,0.5,0.3,147,0,1,0,0,1,0,0,0,7.486,0.292,21.382,25.6,25.667,29.0,1,0.784,12.351,-0.345,-4.1,4.333,4.2,1,-0.333,0,5.462,9.0,10.5,11.0,12.6,0.333,1,0.516,3.553,6.964,8.8,10.0,11.2,0.571,1,2.919,0.127,0.421,0.067,3.4,0.333,8.714,4,1,27.0,28.67,0,48,27.0,27.0,0.0,
SF/PF,Justin Edwards (38239735),Justin Edwards,38239735,SF/PF/F/UTIL,5700,MIA@PHI 03/29/2025 07:30PM ET,PHI,19.6,MIA,PHI,MIA,Justin Edwards,22024,1642348,1610612755,22401053,3/26/2025,PHI vs. WAS,L,36,9,15,0.6,1,4,0.25,0,0,0.0,5,5,10,1,5,0,1,1,19,-6,46.5,1,3/26/2025,Justin Edwards,46.5,-6,PHI vs. WAS,L,Philadelphia 76ers,1.101,1.513,1.9,2.0,2.0,0.028,1,0.409,0,2,10.234,19.459,27.87,37.067,35.52,1,3.18,0.9,0.7,0.5,146,0,1,1,0,1,1,1,6,7.76,0.25,25.974,31.0,36.667,35.6,1,1.344,10.525,-5.692,-13.1,-5.333,-8.0,0,-0.167,7,7.056,10.179,15.3,20.0,20.8,0.528,1,1.5,2.591,3.256,3.6,5.333,4.6,0.278,1,1.915,-0.145,0.545,5.667,4.6,0.528,14.938,2,0,35.0,27.75,0,48,35.0,35.0,0.0,
PF/C,Guerschon Yabusele (38239753),Guerschon Yabusele,38239753,PF/C/F/UTIL,5600,MIA@PHI 03/29/2025 07:30PM ET,PHI,23.46,MIA,PHI,MIA,Guerschon Yabusele,22024,1627824,1610612755,22401053,3/26/2025,PHI vs. WAS,L,27,7,15,0.467,3,8,0.375,4,5,0.8,2,6,8,1,0,1,1,1,21,3,34.1,1,3/26/2025,Guerschon Yabusele,34.1,3,PHI vs. WAS,L,Philadelphia 76ers,1.647,2.06,2.6,2.667,3.0,0.037,1,0.409,0,2,11.667,22.866,23.2,28.133,29.7,1,1.48,0.8,0.8,0.3,146,0,1,0,0,1,1,0,4,7.424,0.268,26.731,27.7,28.0,28.4,1,1.008,10.275,-1.701,-4.7,-5.0,-5.8,0,0.111,6,7.269,10.836,10.8,14.667,15.6,0.778,1,1.658,3.749,5.672,6.5,7.333,7.0,0.296,1,1.532,-0.177,0.528,0.3,0.7,0.778,11.203,6,0,28.0,19.63,0,48,27.0,27.0,0.0,
PG/SG,Andrew Nembhard (38239749),Andrew Nembhard,38239749,PG/SG/G/UTIL,5600,IND@OKC 03/29/2025 08:00PM ET,IND,24.33,IND,OKC,OKC,Andrew Nembhard,22024,1629614,1610612754,22401061,3/27/2025,IND @ WAS,W,20,2,3,0.667,1,2,0.5,2,2,1.0,1,3,4,8,1,0,1,0,7,8,25.8,1,3/27/2025,Andrew Nembhard,25.8,8,IND @ WAS,W,Indiana Pacers,2.309,5.105,5.0,5.333,5.4,0.4,1,2.333,0,1,7.617,24.216,22.36,25.933,22.14,0,-2.56,0.8,0.8,0.7,147,1,0,0,0,0,0,0,0,6.273,0.207,29.123,30.3,30.667,31.6,1,1.167,12.304,3.667,9.4,13.667,9.8,1,0.4,0,5.507,10.246,10.1,9.667,8.6,0.35,0,0.605,1.494,3.228,3.3,4.667,4.2,0.2,1,1.12,0.445,0.314,0.367,1.3,0.35,8.333,6,1,33.0,26.52,0,48,33.0,33.0,0.0,
C,Andre Drummond (38239757),Andre Drummond,38239757,C/UTIL,5500,MIA@PHI 03/29/2025 07:30PM ET,PHI,20.68,MIA,PHI,MIA,Andre Drummond,22024,203083,1610612755,22400947,3/12/2025,PHI @ TOR,L,25,2,6,0.333,0,1,0.0,0,0,0.0,2,4,6,1,0,2,0,2,4,-25,18.7,1,3/12/2025,Andre Drummond,18.7,-25,PHI @ TOR,L,Philadelphia 76ers,1.581,0.85,1.5,1.0,1.4,0.04,1,0.526,1,3,12.824,20.8,23.73,18.367,25.82,1,-1.82,0.5,0.2,0.0,132,0,0,1,1,1,0,0,1,8.26,0.435,18.725,19.0,20.0,21.6,1,1.042,9.597,-6.125,-10.1,-18.667,-16.2,0,-1,0,6.064,7.325,8.9,6.333,9.6,0.16,1,0.381,4.789,7.75,8.4,6.0,8.6,0.24,1,1.5,-0.947,0.373,1.0,2.6,0.16,10.417,3,0,0.0,0.0,0,48,0.0,0.0,0.0,Injured
SF/PF,Aaron Wiggins (38239767),Aaron Wiggins,38239767,SF/PF/F/UTIL,5500,IND@OKC 03/29/2025 08:00PM ET,OKC,21.28,IND,OKC,IND,Aaron Wiggins,22024,1630598,1610612760,22401036,3/23/2025,OKC @ LAC,W,26,8,17,0.471,3,8,0.375,0,0,0.0,1,2,3,1,0,0,1,4,19,-6,23.1,1,3/23/2025,Aaron Wiggins,23.1,-6,OKC @ LAC,W,Oklahoma City Thunder,1.619,1.7,2.2,2.667,2.4,0.038,1,0.321,0,2,10.665,21.061,23.8,28.6,23.04,1,1.16,0.7,0.5,0.1,143,0,0,0,0,1,1,0,3,4.872,0.196,22.714,24.8,27.333,24.2,1,0.975,14.283,6.9,10.0,19.0,14.8,1,-0.231,1,9.562,11.7,13.1,18.667,13.0,0.731,1,1.66,1.944,3.771,4.0,3.0,3.2,0.115,0,0.643,0.674,0.678,2.533,0.6,0.731,10.833,4,1,0.0,0.0,0,48,0.0,0.0,0.0,Out
PG/SG,Keon Johnson (38239759),Keon Johnson,38239759,PG/SG/G/UTIL,5400,BKN@WAS 03/29/2025 07:00PM ET,BKN,20.96,BKN,WAS,WAS,Keon Johnson,22024,1630553,1610612751,22401068,3/28/2025,BKN vs. LAC,L,23,5,11,0.455,3,7,0.429,0,0,0.0,0,1,1,2,2,0,2,2,13,-28,21.2,1,3/28/2025,Keon Johnson,21.2,-28,BKN vs. LAC,L,Brooklyn Nets,1.434,2.056,2.5,3.333,2.6,0.087,1,1.037,1,2,9.425,20.819,23.25,20.467,21.66,1,-0.38,0.9,0.7,0.2,148,0,1,0,0,1,0,0,0,4.917,0.183,24.208,26.8,26.667,28.0,1,1.331,11.48,-5.472,-8.3,-21.333,-14.6,0,-1.217,1,7.37,10.208,11.1,9.667,10.4,0.565,1,1.82,2.309,3.681,4.0,2.333,2.8,0.043,0,0.326,-0.829,0.376,0.133,1.2,0.565,9.504,5,0,31.0,29.53,0,48,31.0,31.0,0.0,
SF/PF,Rui Hachimura (38239763),Rui Hachimura,38239763,SF/PF/F/UTIL,5400,LAL@MEM 03/29/2025 08:00PM ET,LAL,24.44,LAL,MEM,MEM,Rui Hachimura,22024,1629060,1610612747,22401055,3/26/2025,LAL @ IND,W,28,4,5,0.8,4,4,1.0,2,2,1.0,0,4,4,1,0,0,1,2,14,-2,19.3,1,3/26/2025,Rui Hachimura,19.3,-2,LAL @ IND,W,Los Angeles Lakers,1.398,1.434,1.2,0.333,0.6,0.036,0,0.385,0,2,8.968,24.132,22.24,13.433,15.82,0,-2.14,0.8,0.7,0.4,146,0,0,0,0,1,1,0,0,7.692,0.261,31.528,29.5,23.333,25.2,0,1.172,12.112,2.226,4.6,-2.333,6.6,1,-0.071,1,6.877,13.0,12.8,8.0,8.8,0.5,0,1.167,3.433,5.094,4.7,3.0,3.6,0.143,0,0.93,-0.112,0.329,6.167,4.3,0.5,11.715,5,1,29.0,23.67,0,48,29.0,29.0,0.0,Off Injury Report
PF/C,Trendon Watford (38239774),Trendon Watford,38239774,PF/C/F/UTIL,5300,BKN@WAS 03/29/2025 07:00PM ET,BKN,19.43,BKN,WAS,WAS,Trendon Watford,22024,1630570,1610612751,22401068,3/28/2025,BKN vs. LAC,L,20,3,8,0.375,0,2,0.0,0,0,0.0,1,4,5,5,2,0,2,2,6,-12,23.5,1,3/28/2025,Trendon Watford,23.5,-12,BKN vs. LAC,L,Brooklyn Nets,1.581,2.444,3.5,4.0,3.0,0.25,1,2.593,0,2,5.949,18.472,21.71,20.333,24.5,1,1.1,0.6,0.5,0.0,148,0,1,0,0,0,0,0,7,4.296,0.181,19.611,23.7,24.667,26.2,1,1.157,7.37,-1.417,-3.1,-11.0,-5.6,0,-0.6,0,6.43,9.667,11.3,9.0,13.6,0.3,1,0.84,1.947,3.333,3.3,3.333,4.0,0.25,1,1.628,-0.464,0.358,0.967,2.5,0.3,8.264,6,0,24.0,23.28,0,48,24.0,24.0,0.0,Off Injury Report
C,Charles Bassey (38239778),Charles Bassey,38239778,C/UTIL,5300,BOS@SAS 03/29/2025 08:00PM ET,SAS,13.2,BOS,SAS,BOS,Charles Bassey,22024,1629646,1610612759,22400818,2/23/2025,SAS @ NOP,L,6,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,1,2,0,0,0,4,6,15.1,1,2/23/2025,Charles Bassey,15.1,6,SAS @ NOP,L,San Antonio Spurs,0.699,0.5,0.6,1.333,1.0,0.167,1,0.483,0,2,9.011,13.815,15.74,11.133,13.02,0,0.66,0.1,0.1,0.0,115,0,0,0,0,0,0,0,0,6.687,0.576,10.706,11.6,8.0,10.8,1,0.349,6.63,-3.5,-8.2,-5.0,-8.2,0,1,0,3.399,4.618,5.0,4.667,4.6,0.667,0,0.583,4.467,4.441,5.2,2.333,4.6,0.5,1,0.913,-0.58,0.595,3.6,0.8,0.667,2.49,9,0,0.0,0.0,0,48,0.0,0.0,0.0,Injured
PG,Jeff Dowtin (38239771),Jeff Dowtin,38239771,PG/G/UTIL,5300,MIA@PHI 03/29/2025 07:30PM ET,PHI,12.9,MIA,PHI,MIA,Jeff Dowtin,22024,1630288,1610612755,22401053,3/26/2025,PHI vs. WAS,L,28,5,10,0.5,1,3,0.333,0,0,0.0,0,1,1,3,0,0,0,1,11,-1,16.7,1,3/26/2025,Jeff Dowtin Jr.,16.7,-1,PHI vs. WAS,L,Philadelphia 76ers,1.174,1.846,2.6,2.667,2.6,0.107,1,1.227,0,2,11.064,13.128,25.88,27.4,24.18,1,-5.66,0.6,0.5,0.1,146,0,1,1,1,1,1,0,10,7.917,0.334,14.462,23.7,25.333,22.4,1,1.046,8.779,-2.897,-2.2,-7.667,-6.2,0,-0.036,13,4.766,6.487,14.6,13.333,13.0,0.393,1,0.868,1.43,1.538,2.4,2.0,2.4,0.036,1,0.191,-0.315,0.531,1.633,1.3,0.393,11.618,3,0,0.0,0.0,0,48,0.0,0.0,0.0,G-League
SF/PF,Ricky Council IV (38239784),Ricky Council Iv,38239784,SF/PF/F/UTIL,5200,MIA@PHI 03/29/2025 07:30PM ET,PHI,13.64,MIA,PHI,MIA,Ricky Council IV,22024,1641741,1610612755,22401053,3/26/2025,PHI vs. WAS,L,34,4,14,0.286,1,8,0.125,4,7,0.571,1,5,6,3,0,1,0,4,13,2,27.7,1,3/26/2025,Ricky Council IV,27.7,2,PHI vs. WAS,L,Philadelphia 76ers,1.398,1.266,1.8,2.667,2.4,0.088,1,1.227,0,2,7.476,13.417,23.08,22.667,22.48,1,2.9,0.9,0.6,0.4,146,0,1,0,0,1,1,1,11,5.563,0.195,16.438,28.5,28.333,26.6,1,1.27,9.597,-1.344,-2.1,2.0,-4.6,0,0.059,4,4.766,7.062,12.6,11.667,11.8,0.382,1,1.026,2.644,2.594,4.9,5.0,5.4,0.176,1,1.149,0.09,0.456,0.167,1.9,0.382,14.108,7,0,20.0,18.6,0,48,25.0,25.0,0.0,
SG/SF,Bennedict Mathurin (38239788),Bennedict Mathurin,38239788,SG/SF/F/G/UTIL,5200,IND@OKC 03/29/2025 08:00PM ET,IND,27.52,IND,OKC,OKC,Bennedict Mathurin,22024,1631097,1610612754,22401061,3/27/2025,IND @ WAS,W,22,2,7,0.286,0,5,0.0,6,6,1.0,1,1,2,1,1,0,3,0,10,30,13.9,1,3/27/2025,Bennedict Mathurin,13.9,30,IND @ WAS,W,Indiana Pacers,0.823,1.851,1.3,1.667,1.8,0.045,0,0.292,1,1,14.62,26.388,24.43,22.033,28.82,1,-4.2,0.8,0.5,0.3,147,1,0,0,0,1,0,0,0,8.605,0.336,30.06,25.6,24.667,28.0,0,1.283,16.54,1.299,2.0,8.667,9.6,1,1.364,0,7.955,16.149,15.8,14.667,17.0,0.455,1,0.864,4.383,5.373,4.9,4.333,6.6,0.091,1,0.56,0.414,0.574,0.933,2.4,0.455,9.167,4,1,0.0,0.0,0,48,0.0,0.0,0.0,Out
PF/C,Al Horford (38239780),Al Horford,38239780,PF/C/F/UTIL,5100,BOS@SAS 03/29/2025 08:00PM ET,BOS,22.99,BOS,SAS,SAS,Al Horford,22024,201143,1610612738,22401058,3/26/2025,BOS @ PHX,W,26,5,10,0.5,2,7,0.286,4,4,1.0,4,6,10,5,1,2,0,1,16,24,44.5,1,3/26/2025,Al Horford,44.5,24,BOS @ PHX,W,Boston Celtics,2.121,2.143,3.5,2.667,3.8,0.192,1,1.818,1,3,11.416,22.775,30.99,30.333,27.46,1,-0.3,1.0,1.0,0.7,146,0,0,0,0,1,1,0,0,3.938,0.122,27.536,32.2,27.667,29.4,1,1.305,9.416,6.393,10.0,13.333,14.6,1,0.923,2,5.562,8.589,11.6,11.667,9.6,0.615,1,1.455,1.687,6.018,8.2,8.333,7.8,0.385,1,2.5,0.5,0.422,4.533,2.8,0.615,10.879,4,1,0.0,0.0,0,48,0.0,0.0,0.0,Out
PG/SG,Carlton Carrington (38239793),Carlton Carrington,38239793,PG/SG/G/UTIL,5000,BKN@WAS 03/29/2025 07:00PM ET,WAS,22.31,BKN,WAS,BKN,Carlton Carrington,22024,1642267,1610612764,22401061,3/27/2025,WAS vs. IND,L,31,5,12,0.417,3,6,0.5,0,0,0.0,0,4,4,6,0,1,2,3,13,-19,27.8,1,3/27/2025,Bub Carrington,27.8,-19,WAS vs. IND,L,Washington Wizards,2.044,4.151,4.8,6.0,4.6,0.194,1,3.474,0,1,8.766,21.352,21.68,30.0,21.86,1,0.96,1.0,0.8,0.4,147,1,1,0,0,1,1,1,1,3.561,0.124,29.205,28.7,30.0,30.2,1,1.409,12.674,-9.836,-5.8,-3.333,-10.2,0,-0.613,1,5.329,9.123,9.2,12.333,8.6,0.419,0,1.312,2.547,4.055,4.4,6.667,4.8,0.129,1,1.419,-0.103,0.408,1.3,1.5,0.419,12.81,7,0,31.0,29.35,0,48,31.0,31.0,0.0,
SF,Ziaire Williams (38239797),Ziaire Williams,38239797,SF/F/UTIL,5000,BKN@WAS 03/29/2025 07:00PM ET,BKN,21.28,BKN,WAS,WAS,Ziaire Williams,22024,1630533,1610612751,22401068,3/28/2025,BKN vs. LAC,L,18,2,6,0.333,1,5,0.2,1,1,1.0,0,3,3,1,0,1,2,4,6,-32,12.1,1,3/28/2025,Ziaire Williams,12.1,-32,BKN vs. LAC,L,Brooklyn Nets,0.823,1.379,1.3,1.0,0.8,0.056,0,0.519,1,2,8.068,21.01,23.49,15.9,20.6,0,-2.78,0.9,0.8,0.4,148,0,1,0,0,0,0,0,0,5.391,0.187,24.793,28.8,22.333,26.0,1,1.041,14.24,-5.707,-8.9,-26.333,-17.8,0,-1.778,0,5.376,10.207,12.7,8.333,12.4,0.333,1,0.84,2.003,4.707,4.7,3.667,4.0,0.167,0,0.977,-1.226,0.363,6.467,2.8,0.333,7.438,4,0,31.0,28.76,0,48,31.0,31.0,0.0,Off Injury Report
C,Kai Jones (38239800),Kai Jones,38239800,C/UTIL,4900,DAL@CHI 03/29/2025 08:00PM ET,DAL,9.54,DAL,CHI,CHI,Kai Jones,22024,1630539,1610612742,22401060,3/27/2025,DAL @ ORL,W,7,2,2,1.0,0,0,0.0,0,0,0.0,1,4,5,0,0,1,1,1,4,2,12.0,1,3/27/2025,Kai Jones,12.0,2,DAL @ ORL,W,Dallas Mavericks,1.075,0.471,0.6,0.667,1.2,0.0,1,0.0,0,2,14.014,9.906,16.5,21.8,25.2,1,-4.12,0.5,0.2,0.1,147,0,0,0,0,0,0,0,0,12.839,0.845,10.294,15.2,19.667,21.6,1,0.292,7.4,0.176,0.9,1.333,4.6,1,0.286,0,7.564,4.0,7.9,8.667,10.8,0.571,1,0.396,4.163,2.765,5.0,7.333,8.0,0.714,1,1.25,0.101,0.47,4.467,6.4,0.571,2.917,8,1,26.0,22.31,0,48,26.0,26.0,0.0,Playing
PG,Brandon Williams (38239802),Brandon Williams,38239802,PG/G/UTIL,4800,DAL@CHI 03/29/2025 08:00PM ET,DAL,15.33,DAL,CHI,CHI,Brandon Williams,22024,1630314,1610612742,22401060,3/27/2025,DAL @ ORL,W,27,6,10,0.6,1,1,1.0,1,1,1.0,1,2,3,6,2,0,4,3,14,21,28.6,1,3/27/2025,Brandon Williams,28.6,21,DAL @ ORL,W,Dallas Mavericks,1.947,2.333,4.7,4.333,4.0,0.222,1,2.857,1,2,7.99,15.147,31.77,29.433,25.76,1,-1.24,0.8,0.7,0.3,147,0,0,0,0,1,1,0,15,5.578,0.207,14.733,27.0,24.667,24.8,1,1.125,11.863,0.1,0.5,5.333,5.4,1,0.778,3,7.172,8.2,17.1,17.0,13.8,0.519,1,1.386,1.43,1.733,3.6,3.0,2.8,0.111,1,0.75,0.245,0.698,2.333,2.2,0.519,11.25,4,1,11.0,9.12,0,48,11.0,11.0,0.0,Playing
SF/PF,Justin Champagnie (38239809),Justin Champagnie,38239809,SF/PF/F/UTIL,4800,BKN@WAS 03/29/2025 07:00PM ET,WAS,18.95,BKN,WAS,BKN,Justin Champagnie,22024,1630551,1610612764,22401061,3/27/2025,WAS vs. IND,L,33,6,9,0.667,0,2,0.0,3,4,0.75,4,3,7,1,2,0,2,1,15,-33,28.9,1,3/27/2025,Justin Champagnie,28.9,-33,WAS vs. IND,L,Washington Wizards,0.789,0.943,1.2,1.333,0.8,0.03,0,0.579,1,1,10.875,19.185,24.58,24.8,19.8,1,2.38,0.9,0.5,0.4,147,1,1,0,0,1,1,1,5,6.596,0.243,19.868,27.2,25.333,25.2,1,1.5,17.646,-4.453,-9.5,-5.333,-13.2,0,-1,2,6.596,7.849,9.2,11.0,8.6,0.455,1,1.514,3.098,5.075,7.4,7.333,6.0,0.212,1,2.484,-0.076,0.424,1.867,2.0,0.455,13.636,4,0,28.0,28.05,0,48,28.0,28.0,0.0,
SG/SF,Khris Middleton (38239813),Khris Middleton,38239813,SG/SF/F/G/UTIL,4800,BKN@WAS 03/29/2025 07:00PM ET,WAS,24.82,BKN,WAS,BKN,Khris Middleton,22024,203114,1610612764,22401061,3/27/2025,WAS vs. IND,L,14,3,7,0.429,1,3,0.333,1,2,0.5,0,1,1,2,1,0,0,1,8,-17,15.2,1,3/27/2025,Khris Middleton,15.2,-17,WAS vs. IND,L,Washington Wizards,2.749,4.054,3.0,2.333,2.2,0.143,0,1.158,0,3,11.648,24.389,22.5,16.567,16.22,0,-5.24,0.7,0.2,0.0,147,0,1,0,0,0,0,0,0,5.078,0.238,22.892,21.3,19.667,18.0,0,0.636,11.759,1.054,-4.6,-11.333,-9.0,0,-1.214,0,3.864,11.892,10.6,8.667,8.0,0.571,0,0.807,1.78,3.703,3.5,2.0,2.6,0.071,0,0.355,-0.646,0.457,1.633,3.3,0.571,5.785,6,0,0.0,0.0,0,48,0.0,0.0,0.0,Out
PF/C,Jeremy Sochan (38239805),Jeremy Sochan,38239805,PF/C/F/UTIL,4800,BOS@SAS 03/29/2025 08:00PM ET,SAS,25.69,BOS,SAS,BOS,Jeremy Sochan,22024,1631110,1610612759,22401059,3/27/2025,SAS @ CLE,L,23,5,12,0.417,1,3,0.333,2,3,0.667,1,4,5,2,0,1,1,3,13,-12,24.0,1,3/27/2025,Jeremy Sochan,24.0,-12,SAS @ CLE,L,San Antonio Spurs,1.229,2.385,1.8,1.333,1.8,0.087,0,0.741,0,2,8.071,25.431,23.32,20.6,24.06,0,1.38,0.6,0.4,0.3,147,0,0,0,0,1,0,0,0,7.919,0.322,25.288,24.6,19.333,26.2,1,0.962,13.524,-1.385,-2.0,-2.333,2.0,1,-0.522,1,6.111,11.481,12.3,8.0,11.4,0.565,0,1.121,1.853,6.577,5.1,4.667,5.8,0.217,0,1.0,-0.179,0.383,5.267,1.6,0.565,9.623,4,0,23.0,23.64,0,48,23.0,23.0,0.0,
SG,Lonzo Ball (38239827),Lonzo Ball,38239827,SG/G/UTIL,4700,DAL@CHI 03/29/2025 08:00PM ET,CHI,20.8,DAL,CHI,DAL,Lonzo Ball,22024,1628366,1610612741,22400855,2/28/2025,CHI vs. TOR,W,34,5,13,0.385,4,10,0.4,0,0,0.0,2,0,2,2,1,0,2,1,14,12,20.4,1,2/28/2025,Lonzo Ball,20.4,12,CHI vs. TOR,W,Chicago Bulls,1.578,3.286,2.4,2.0,2.2,0.059,0,0.688,0,2,7.64,20.917,20.08,21.2,19.3,0,1.08,0.9,0.6,0.1,120,0,1,0,0,1,1,1,2,6.999,0.27,22.143,25.9,23.333,25.8,1,1.417,5.602,2.857,2.4,7.0,5.8,1,0.353,2,5.224,7.629,10.2,11.667,10.4,0.412,1,1.232,0.966,3.371,3.4,2.667,3.0,0.059,0,0.489,0.314,0.566,2.567,0.1,0.412,12.879,5,1,0.0,0.0,0,48,0.0,0.0,0.0,Injured
SF/PF,Keldon Johnson (38239818),Keldon Johnson,38239818,SF/PF/F/UTIL,4700,BOS@SAS 03/29/2025 08:00PM ET,SAS,22.77,BOS,SAS,BOS,Keldon Johnson,22024,1629640,1610612759,22401059,3/27/2025,SAS @ CLE,L,27,7,16,0.438,1,5,0.2,2,2,1.0,4,6,10,0,2,0,1,4,17,0,34.0,1,3/27/2025,Keldon Johnson,34.0,0,SAS @ CLE,L,San Antonio Spurs,1.197,1.565,1.9,2.0,2.0,0.0,1,0.0,0,2,8.649,22.357,28.77,23.467,26.68,1,1.24,0.8,0.6,0.0,147,0,0,1,1,1,1,0,1,4.377,0.178,23.667,24.6,22.667,24.0,1,1.13,10.49,-2.507,1.6,1.0,5.0,1,0,1,6.67,12.536,14.6,11.333,11.6,0.63,0,1.466,2.503,4.681,5.6,5.667,6.4,0.37,1,2.0,0.091,0.484,1.933,0.6,0.63,11.297,3,0,25.0,24.55,0,48,25.0,25.0,0.0,
