Position,Name + ID,PLAYER_NAME,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Visitor,Home,Opp,DK Player,SEASON_ID,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,MATCHUP,WL,Minutes Last Game,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE,GAME DATE,PLAYER,DK,PLUS MINUS,MATCH UP,W/L,TEAM,AST_CONSISTENCY,AST_CUM_AVG,AST_LAST_10_AVG,AST_LAST_3_AVG,AST_LAST_5_AVG,AST_PER_MIN,AST_TREND,AST_VS_TEAM_AVG,BLOWOUT_GAME,DAYS_REST,DK_CONSISTENCY,DK_CUM_AVG,DK_LAST_10_AVG,DK_LAST_3_AVG,DK_LAST_5_AVG,DK_TREND,DK_TREND_5,FREQ_ABOVE_20,FREQ_ABOVE_25,FREQ_ABOVE_30,GAME_DAY,IS_B2B,IS_HOME,IS_TOP_3_PROJ,LOW_MIN_TOP_PLAYER,MIN_ABOVE_20,MIN_ABOVE_25,MIN_ABOVE_30,MIN_ABOVE_AVG_STREAK,MIN_CONSISTENCY,MIN_CONSISTENCY_SCORE,MIN_CUM_AVG,MIN_LAST_10_AVG,MIN_LAST_3_AVG,MIN_LAST_5_AVG,MIN_TREND,MIN_VS_TEAM_AVG,PLUS MINUS_CONSISTENCY,PLUS MINUS_CUM_AVG,PLUS MINUS_LAST_10_AVG,PLUS MINUS_LAST_3_AVG,PLUS MINUS_LAST_5_AVG,PLUS MINUS_TREND,PLUS_MINUS_PER_MIN,PTS_ABOVE_AVG_STREAK,PTS_CONSISTENCY,PTS_CUM_AVG,PTS_LAST_10_AVG,PTS_LAST_3_AVG,PTS_LAST_5_AVG,PTS_PER_MIN,PTS_TREND,PTS_VS_TEAM_AVG,REB_CONSISTENCY,REB_CUM_AVG,REB_LAST_10_AVG,REB_LAST_3_AVG,REB_LAST_5_AVG,REB_PER_MIN,REB_TREND,REB_VS_TEAM_AVG,RECENT_IMPACT,RECENT_SCORING_EFF,ROLE_CHANGE_3_10,ROLE_CHANGE_5_10,SCORING_EFFICIENCY,TEAM_MIN_PERCENTAGE,TEAM_PROJ_RANK,WIN,Minutes,Projection,Min Minutes,Max Minutes,Original_Minutes,Predicted_Minutes,Min_Required_Minutes,injury
PG,Kyrie Irving (38240289),Kyrie Irving,38240289,PG/G/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,DAL,41.5,DAL,CHI,CHI,Kyrie Irving,22024,202681,1610612742,22400880,3/3/2025,DAL vs. SAC,L,9,2,4,0.5,0,0,0.0,3,3,1.0,0,1,1,1,0,0,1,0,7,-6,8.7,1,3/3/2025,Kyrie Irving,8.7,-6,DAL vs. SAC,L,Dallas Mavericks,2.098,4.62,3.8,3.0,3.4,0.111,0,0.393,0,2,14.995,40.49,43.1,34.833,40.58,1,-7.34,0.9,0.9,0.9,123,0,1,1,1,0,0,0,0,10.011,0.278,36.02,36.0,28.333,31.4,0,0.411,11.796,2.48,-1.4,1.333,-5.2,0,-0.667,0,11.138,24.68,25.4,21.0,23.0,0.778,0,0.786,2.944,4.8,5.0,5.0,5.4,0.111,1,0.297,-0.135,0.75,7.667,4.6,0.778,3.734,1,0,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
PG,Dante Exum (38240292),Dante Exum,38240292,PG/G/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,DAL,17.08,DAL,CHI,CHI,Dante Exum,22024,203957,1610612742,22400961,3/14/2025,DAL @ HOU,L,7,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-1,2.0,1,3/14/2025,Danté Exum,2.0,-1,DAL @ HOU,L,Dallas Mavericks,1.7,2.778,2.0,1.333,1.4,0.0,0,0.0,0,2,10.213,16.722,13.82,13.667,13.66,0,-1.0,0.5,0.0,0.0,134,0,0,0,0,0,0,0,0,6.31,0.343,19.111,18.4,17.667,19.0,0,0.261,11.025,-3.556,-6.0,-0.333,-6.8,0,-0.143,0,4.849,9.111,7.8,9.667,8.8,0.286,0,0.188,1.265,1.667,1.6,1.667,1.8,0.0,1,0.0,-0.068,0.492,0.733,0.6,0.286,2.905,8,0,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
PF,Olivier-Maxence Prosper (38240295),Olivier-maxence Prosper,38240295,PF/F/UTIL,3000,DAL@CHI 03/29/2025 08:00PM ET,DAL,9.26,DAL,CHI,CHI,Olivier-Maxence Prosper,22024,1641765,1610612742,22400897,3/5/2025,DAL @ MIL,L,25,3,7,0.429,1,1,1.0,2,4,0.5,0,2,2,2,1,0,0,0,9,-14,17.4,1,3/5/2025,Olivier-Maxence Prosper,17.4,-14,DAL @ MIL,L,Dallas Mavericks,1.853,0.769,1.1,1.0,0.6,0.08,0,0.533,0,2,7.444,9.504,13.21,11.633,8.9,0,1.44,0.4,0.1,0.1,125,0,0,0,0,1,0,0,3,8.882,0.493,11.192,18.0,18.667,13.4,1,0.833,8.499,-2.0,-3.3,-4.0,-1.4,1,-0.56,2,5.195,3.865,5.9,6.333,3.8,0.36,0,0.673,1.874,2.423,2.8,2.333,2.0,0.08,0,0.533,-0.118,0.324,0.667,4.6,0.36,10.417,6,0,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
SF,Maxwell Lewis (38240084),Maxwell Lewis,38240084,SF/F/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,BKN,6.77,BKN,WAS,WAS,Maxwell Lewis,22024,1641721,1610612751,22401068,3/28/2025,BKN vs. LAC,L,8,2,3,0.667,1,1,1.0,0,2,0.0,1,1,2,1,0,0,0,1,5,-2,8.9,1,3/28/2025,Maxwell Lewis,8.9,-2,BKN vs. LAC,L,Brooklyn Nets,0.789,0.524,0.8,0.667,1.0,0.125,1,0.519,0,2,6.07,6.729,12.26,11.533,12.58,1,-0.38,0.3,0.0,0.0,148,0,1,0,0,0,0,0,0,6.977,0.456,9.19,15.3,15.667,16.8,1,0.463,8.301,-0.429,1.3,-4.333,-2.0,0,-0.25,3,4.497,3.19,6.0,6.333,5.8,0.625,1,0.7,1.059,1.381,2.3,2.667,2.4,0.25,1,0.651,-0.294,0.478,0.367,1.5,0.625,3.306,11,0,15.0,9.98,0,48,15.0,15.0,0.0,
PF,JT Thor (38240160),Jt Thor,38240160,PF/F/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,WAS,7.48,BKN,WAS,BKN,JT Thor,22024,1630550,1610612764,22401053,3/26/2025,WAS @ PHI,W,20,2,4,0.5,0,1,0.0,0,2,0.0,2,2,4,1,0,1,0,0,4,-7,13.3,1,3/26/2025,JT Thor,13.3,-7,WAS @ PHI,W,Washington Wizards,0.972,0.357,0.5,0.333,0.8,0.05,1,0.3,0,2,8.075,7.836,7.01,9.967,12.8,1,2.66,0.1,0.1,0.0,146,0,0,0,0,0,0,0,2,8.954,0.878,8.857,10.2,14.333,16.2,1,0.75,9.499,-3.429,-4.3,-1.0,-3.8,0,-0.35,2,2.541,3.571,2.7,3.667,4.4,0.2,1,0.303,1.874,1.5,1.8,2.333,3.0,0.2,1,0.735,0.368,0.266,4.133,6.0,0.2,8.333,9,1,9.0,6.67,0,48,9.0,9.0,0.0,
SF,Corey Kispert (38240163),Corey Kispert,38240163,SF/F/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,WAS,19.57,BKN,WAS,BKN,Corey Kispert,22024,1630557,1610612764,22400975,3/15/2025,WAS @ DEN,W,15,2,5,0.4,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,0,4,-6,7.9,1,3/15/2025,Corey Kispert,7.9,-6,WAS @ DEN,W,Washington Wizards,1.247,1.689,2.0,2.0,1.8,0.067,1,0.265,0,2,6.719,18.569,17.16,15.667,16.38,0,-1.84,0.9,0.4,0.0,135,0,0,0,0,0,0,0,0,3.808,0.162,26.246,23.5,23.0,23.6,0,0.562,10.124,-4.492,-2.6,-2.667,-1.0,1,-0.4,0,5.038,11.557,10.4,9.333,10.6,0.267,0,0.286,1.619,2.967,2.8,3.333,2.4,0.133,0,0.409,-0.162,0.384,0.5,0.1,0.267,6.25,8,1,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
SF,Bilal Coulibaly (38240166),Bilal Coulibaly,38240166,SF/F/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,WAS,27.25,BKN,WAS,BKN,Bilal Coulibaly,22024,1641731,1610612764,22400932,3/10/2025,WAS @ TOR,L,8,1,1,1.0,0,0,0.0,2,3,0.667,0,2,2,1,0,0,1,0,4,-2,6.9,1,3/10/2025,Bilal Coulibaly,6.9,-2,WAS @ TOR,L,Washington Wizards,2.558,3.373,3.1,1.667,1.6,0.125,0,0.48,0,2,11.795,27.293,23.97,27.3,24.88,0,-4.4,0.9,0.9,0.8,130,0,0,0,0,0,0,0,0,8.39,0.269,33.017,31.2,26.0,29.0,0,0.4,5.94,-9.949,-1.2,1.333,1.0,1,-0.25,0,6.532,12.322,11.0,11.0,10.6,0.5,0,0.462,2.547,4.983,4.6,5.667,5.4,0.25,1,0.444,-0.029,0.441,5.2,2.2,0.5,3.333,5,0,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
PF/C,Anthony Gill (38240169),Anthony Gill,38240169,PF/C/F/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,WAS,4.52,BKN,WAS,BKN,Anthony Gill,22024,1630264,1610612764,22401061,3/27/2025,WAS vs. IND,L,3,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,-2,3.2,1,3/27/2025,Anthony Gill,3.2,-2,WAS vs. IND,L,Washington Wizards,0.823,0.298,0.7,0.333,0.8,0.0,1,0.0,0,5,6.962,4.391,7.71,10.3,11.08,1,0.64,0.3,0.0,0.0,147,0,1,0,0,0,0,0,0,9.202,0.86,6.702,10.7,12.333,16.4,1,0.136,5.017,-0.638,0.5,4.667,0.8,1,-0.667,0,3.683,2.319,4.3,5.333,6.6,0.667,1,0.202,1.687,1.0,1.8,2.333,2.4,0.333,1,0.355,0.083,0.485,1.633,5.7,0.667,1.24,11,0,0.0,0.0,0,48,0.0,0.0,0.0,Out
PG,Reece Beekman (38240271),Reece Beekman,38240271,PG/G/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,BKN,6.31,BKN,WAS,WAS,Reece Beekman,22024,1641736,1610612751,22401068,3/28/2025,BKN vs. LAC,L,7,0,1,0.0,0,1,0.0,6,6,1.0,0,0,0,1,1,0,1,2,6,-1,9.5,1,3/28/2025,Reece Beekman,9.5,-1,BKN vs. LAC,L,Brooklyn Nets,0.919,1.258,0.8,1.667,1.2,0.143,0,0.519,0,12,4.426,6.603,6.12,8.833,8.88,1,0.42,0.1,0.1,0.0,148,0,1,0,0,0,0,0,0,7.415,0.623,11.065,11.9,13.667,15.4,1,0.405,6.136,-2.097,-3.9,0.333,-2.4,0,-0.143,2,2.183,2.129,2.1,3.667,3.4,0.857,1,0.84,1.101,0.839,1.1,1.667,1.4,0.0,1,0.0,-0.013,0.397,1.767,3.5,0.857,2.893,14,0,0.0,0.0,0,48,0.0,0.0,0.0,
PF,Tosan Evbuomwan (38240274),Tosan Evbuomwan,38240274,PF/F/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,BKN,18.41,BKN,WAS,WAS,Tosan Evbuomwan,22024,1641787,1610612751,22401068,3/28/2025,BKN vs. LAC,L,15,1,3,0.333,1,2,0.5,1,2,0.5,1,2,3,3,0,0,0,0,4,6,12.1,1,3/28/2025,Tosan Evbuomwan,12.1,6,BKN vs. LAC,L,Brooklyn Nets,1.333,1.636,2.0,1.667,1.6,0.2,0,1.556,0,30,6.96,18.164,19.7,11.7,15.28,0,-2.68,0.6,0.6,0.0,148,0,1,0,0,0,0,0,0,5.985,0.256,23.455,23.4,15.667,18.6,0,0.868,11.868,-0.682,3.2,-3.0,1.0,1,0.4,0,4.94,9.182,9.2,5.0,5.4,0.267,0,0.56,1.886,4.0,4.0,2.667,3.4,0.2,0,0.977,-0.213,0.328,7.733,4.8,0.267,6.198,9,0,12.0,9.95,0,48,12.0,12.0,0.0,
PG,Tyson Etienne (38240277),Tyson Etienne,38240277,PG/G/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,BKN,10.5,BKN,WAS,WAS,Tyson Etienne,22024,1630623,1610612751,22401068,3/28/2025,BKN vs. LAC,L,10,3,7,0.429,2,5,0.4,0,0,0.0,0,0,0,1,0,0,0,2,8,0,9.5,1,3/28/2025,Tyson Etienne,9.5,0,BKN vs. LAC,L,Brooklyn Nets,0.0,1.0,1.0,1.0,1.0,0.1,0,0.519,0,0,0.0,9.5,9.5,9.5,9.5,0,0.0,0.0,0.0,0.0,148,0,1,0,0,0,0,0,0,0.0,0.0,10.0,10.0,10.0,10.0,0,0.579,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,8.0,8.0,8.0,0.8,0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8,0.0,0.0,0.8,4.132,12,0,0.0,0.0,0,48,0.0,0.0,0.0,
SG,Dariq Whitehead (38240280),Dariq Whitehead,38240280,SG/G/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,BKN,6.81,BKN,WAS,WAS,Dariq Whitehead,22024,1641727,1610612751,22401068,3/28/2025,BKN vs. LAC,L,10,2,5,0.4,1,4,0.25,0,0,0.0,0,1,1,0,0,0,0,1,5,-12,6.2,1,3/28/2025,Dariq Whitehead,6.2,-12,BKN vs. LAC,L,Brooklyn Nets,0.422,0.167,0.2,0.333,0.2,0.0,1,0.0,0,2,9.6,6.233,7.56,8.033,7.34,1,0.64,0.2,0.0,0.0,148,0,1,0,0,0,0,0,2,9.41,1.034,7.75,9.1,12.333,10.4,1,0.579,5.417,-2.25,-2.3,-5.333,-5.2,0,-1.2,2,5.964,4.417,5.3,5.667,5.8,0.5,1,0.7,0.919,0.75,0.8,1.0,1.2,0.1,1,0.326,0.007,0.787,3.233,1.3,0.5,4.132,13,0,0.0,0.0,12,48,0.0,0.0,11.1,
PG,De'Anthony Melton (38240283),DeAnthony Melton,38240283,PG/G/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,BKN,22.25,BKN,WAS,WAS,De'Anthony Melton,22024,1629001,1610612744,22400007,11/12/2024,GSW vs. DAL,W,26,6,12,0.5,2,6,0.333,0,0,0.0,1,3,4,4,1,0,2,2,14,12,25.8,1,11/12/2024,De'Anthony Melton,25.8,12,GSW vs. DAL,W,Golden State Warriors,1.602,2.833,2.833,3.0,2.6,0.154,0,1.517,0,2,11.439,21.417,21.417,26.9,20.22,0,-0.32,0.333,0.333,0.0,21,0,1,0,0,1,1,0,4,5.193,0.258,20.167,20.167,23.667,20.4,1,1.187,7.688,4.5,4.5,8.667,4.8,1,0.462,4,6.346,10.333,10.333,14.333,10.2,0.538,0,1.283,3.445,3.333,3.333,5.333,3.6,0.154,1,0.88,0.364,0.599,3.5,0.233,0.538,10.788,7,1,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
PG,Cam Thomas (38240286),Cam Thomas,38240286,PG/G/UTIL,3000,BKN@WAS 03/29/2025 07:00PM ET,BKN,35.29,BKN,WAS,WAS,Cam Thomas,22024,1630560,1610612751,22400956,3/13/2025,BKN @ CHI,L,32,8,23,0.348,3,9,0.333,5,6,0.833,3,3,6,10,1,1,3,2,24,-5,49.2,1,3/13/2025,Cam Thomas,49.2,-5,BKN @ CHI,L,Brooklyn Nets,2.914,3.76,4.4,5.333,5.8,0.312,1,3.125,0,2,10.084,33.144,33.76,33.933,34.22,1,6.46,1.0,0.6,0.3,133,0,0,1,1,1,1,1,2,4.9,0.179,31.28,27.3,31.0,29.2,0,1.339,6.023,-3.68,-3.5,-5.0,-5.6,0,-0.156,2,5.147,23.96,23.6,22.333,22.8,0.75,0,2.182,2.214,3.32,3.3,3.0,2.6,0.188,0,1.2,-0.161,0.715,3.7,1.9,0.75,13.389,1,0,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
PF,Lamar Stevens (38240139),Lamar Stevens,38240139,PF/F/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,MEM,9.72,LAL,MEM,LAL,Lamar Stevens,22024,1630205,1610612763,22401064,3/27/2025,MEM @ OKC,L,2,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-1,2.0,1,3/27/2025,Lamar Stevens,2.0,-1,MEM @ OKC,L,Memphis Grizzlies,0.972,0.5,0.5,0.333,0.4,0.0,0,0.0,0,10,9.703,9.73,9.73,6.9,9.88,1,-5.3,0.1,0.0,0.0,147,0,0,0,0,0,0,0,0,7.829,0.799,9.8,9.8,8.0,10.2,1,0.101,7.531,4.6,4.6,4.333,6.0,1,-0.5,0,4.163,4.0,4.0,3.0,3.6,1.0,0,0.231,2.331,2.9,2.9,2.0,3.4,0.0,1,0.0,-0.576,0.456,1.8,0.4,1.0,0.84,10,0,0.0,0.0,0,48,0.0,0.0,0.0,
PG,Yuki Kawamura (38240142),Yuki Kawamura,38240142,PG/G/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,MEM,2.79,LAL,MEM,LAL,Yuki Kawamura,22024,1642530,1610612763,22400783,2/12/2025,MEM @ LAC,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,1,2/12/2025,Yuki Kawamura,0.0,1,MEM @ LAC,L,Memphis Grizzlies,0.949,0.7,0.7,0.667,0.6,0.0,0,0.0,0,7,5.554,2.62,3.45,1.4,1.38,0,-3.62,0.0,0.0,0.0,109,0,0,0,0,0,0,0,0,3.048,0.952,3.1,3.2,2.333,2.2,0,0.054,2.503,0.0,0.4,0.667,0.2,1,1,0,3.239,1.2,1.6,0.0,0.0,0.0,0,0.0,0.972,0.35,0.5,0.333,0.4,0.0,1,0.0,0.25,0.0,0.867,1.0,0.0,0.417,12,0,0.0,0.0,0,48,0.0,0.0,0.0,Playing
SG,Cam Spencer (38240145),Cam Spencer,38240145,SG/G/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,MEM,8.36,LAL,MEM,LAL,Cam Spencer,22024,1642285,1610612763,22401064,3/27/2025,MEM @ OKC,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,0.0,1,3/27/2025,Cam Spencer,0.0,-1,MEM @ OKC,L,Memphis Grizzlies,1.101,1.25,0.9,0.333,0.6,0.0,0,0.0,0,2,9.627,8.195,7.25,2.633,4.3,0,-2.58,0.0,0.0,0.0,147,0,0,0,0,0,0,0,0,7.156,0.906,9.95,7.9,3.333,5.4,0,0.101,9.636,1.05,-0.2,0.667,-2.0,0,-0.5,0,5.007,3.9,3.8,1.333,2.2,0.0,0,0.0,1.333,1.35,1.0,0.667,1.0,0.0,0,0.0,-0.31,0.19,4.567,2.5,0.0,0.84,12,0,0.0,0.0,0,48,0.0,0.0,0.0,
SF/PF,Gregory Jackson (38240148),Gregory Jackson,38240148,SF/PF/F/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,MEM,14.69,LAL,MEM,LAL,Gregory Jackson,22024,1641713,1610612763,22400971,3/15/2025,MEM vs. MIA,W,8,1,4,0.25,1,4,0.25,2,2,1.0,0,2,2,0,1,0,0,1,5,3,10.4,1,3/15/2025,GG Jackson,10.4,3,MEM vs. MIA,W,Memphis Grizzlies,1.337,1.04,1.3,0.333,0.8,0.0,0,0.0,0,1,8.007,13.968,12.17,12.967,13.28,0,0.2,0.2,0.2,0.0,135,1,1,0,0,0,0,0,0,7.09,0.454,16.32,15.6,13.0,15.4,0,0.402,6.001,-2.72,-2.7,-3.667,-2.4,1,0.375,0,4.398,7.84,5.7,5.667,6.2,0.625,0,0.48,2.132,3.24,3.1,4.0,3.4,0.25,1,0.471,-0.145,0.46,2.6,0.2,0.625,3.347,8,1,0.0,0.0,0,48,0.0,0.0,0.0,Playing
C,Marvin Bagley III (38240152),Marvin Bagley,38240152,C/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,MEM,8.66,LAL,MEM,LAL,Marvin Bagley III,22024,1628963,1610612763,22401023,3/21/2025,MEM @ LAC,L,1,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-1,1.2,1,3/21/2025,Marvin Bagley III,1.2,-1,MEM @ LAC,L,Memphis Grizzlies,0.316,0.269,0.1,0.0,0.0,0.0,0,0.0,0,2,7.493,8.804,6.91,1.867,5.56,0,-0.84,0.1,0.0,0.0,141,0,0,0,0,0,0,0,0,7.37,0.91,8.385,8.1,2.0,6.4,0,0.05,7.863,-0.423,-0.6,4.0,4.0,1,-1,0,3.315,4.115,2.9,0.667,2.2,0.0,0,0.0,2.406,2.577,2.3,1.0,1.8,1.0,0,0.3,1.389,0.333,6.1,1.7,0.0,0.417,12,0,0.0,0.0,0,48,0.0,0.0,0.0,Questionable
PF,Brandon Clarke (38240154),Brandon Clarke,38240154,PF/F/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,MEM,18.74,LAL,MEM,LAL,Brandon Clarke,22024,1629634,1610612763,22401008,3/19/2025,MEM @ POR,L,5,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1.2,1,3/19/2025,Brandon Clarke,1.2,0,MEM @ POR,L,Memphis Grizzlies,1.033,1.031,1.2,1.0,1.0,0.0,0,0.0,0,2,11.084,19.488,22.76,16.9,19.3,0,-2.36,0.4,0.2,0.0,139,0,0,0,0,0,0,0,0,6.515,0.343,18.891,19.0,14.667,16.4,0,0.271,8.028,2.828,0.7,7.0,4.0,1,0,0,5.432,8.344,10.2,9.0,9.6,0.0,1,0.0,3.011,5.094,5.8,3.667,4.0,0.2,0,0.325,0.458,0.486,4.333,2.6,0.0,2.083,6,0,0.0,0.0,0,48,0.0,0.0,0.0,Out for season
PG,Zyon Pullin (38240157),Zyon Pullin,38240157,PG/G/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,MEM,0.0,LAL,MEM,LAL,Zyon Pullin,22024,1642389,1610612763,22400783,2/12/2025,MEM @ LAC,L,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,1,2/12/2025,Zyon Pullin,0.0,1,MEM @ LAC,L,Memphis Grizzlies,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.054,0.577,0.333,0.333,0.333,0.333,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333,0.0,0.0,0.0,0.0,0.417,13,0,0.0,0.0,0,48,0.0,0.0,0.0,Injured
C,Trey Jemison (38240255),Trey Jemison,38240255,C/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,LAL,7.85,LAL,MEM,MEM,Trey Jemison,22024,1641998,1610612747,22401038,3/24/2025,LAL @ ORL,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1,3/24/2025,Trey Jemison III,0.0,0,LAL @ ORL,L,Los Angeles Lakers,0.632,0.424,0.2,0.0,0.0,0.0,0,0.0,0,4,5.096,8.103,8.0,6.533,5.88,0,-2.6,0.1,0.0,0.0,144,0,0,0,0,0,0,0,0,7.068,0.552,10.788,12.8,11.667,10.8,1,0.046,9.524,-0.333,1.6,-6.0,-3.0,0,0,0,2.359,2.667,3.3,2.0,2.6,0.0,0,0.0,2.16,2.788,3.0,2.667,2.4,0.0,0,0.0,-0.377,0.12,1.133,2.0,0.0,0.417,11,0,0.0,0.0,0,48,0.0,0.0,0.0,
PF,Markieff Morris (38240257),Markieff Morris,38240257,PF/F/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,LAL,7.12,LAL,MEM,MEM,Markieff Morris,22024,202693,1610612747,22401028,3/22/2025,LAL vs. CHI,L,7,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,-8,3.5,1,3/22/2025,Markieff Morris,3.5,-8,LAL vs. CHI,L,Los Angeles Lakers,0.949,1.071,1.3,2.0,1.8,0.143,1,0.609,0,2,5.844,6.879,8.13,13.6,11.1,1,-0.5,0.2,0.1,0.0,142,0,1,0,0,0,0,0,0,8.386,0.755,9.429,11.1,19.667,15.8,1,0.407,7.056,-0.786,0.3,-2.0,0.8,1,-1.143,0,2.625,3.214,4.0,6.0,5.4,0.286,1,0.243,1.713,1.357,1.4,3.0,2.0,0.0,1,0.0,-0.367,0.3,8.567,4.7,0.286,2.905,12,0,0.0,0.0,0,48,0.0,0.0,0.0,
C,Alex Len (38240260),Alex Len,38240260,C/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,LAL,6.64,LAL,MEM,MEM,Alex Len,22024,203458,1610612747,22401028,3/22/2025,LAL vs. CHI,L,7,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-8,0.2,1,3/22/2025,Alex Len,0.2,-8,LAL vs. CHI,L,Los Angeles Lakers,0.823,0.822,0.7,0.667,1.0,0.0,1,0.0,0,2,8.038,6.824,6.63,10.667,9.1,1,0.04,0.1,0.0,0.0,142,0,1,0,0,0,0,0,0,6.864,0.624,8.067,11.0,12.0,13.6,1,0.407,6.186,-3.067,-4.6,-6.667,-7.8,0,-1.143,0,3.19,1.556,1.8,4.0,2.8,0.0,1,0.0,3.107,2.067,2.9,5.0,4.0,0.143,1,0.4,-0.682,0.252,1.0,2.6,0.0,2.905,14,0,0.0,0.0,0,48,0.0,0.0,0.0,
C,Christian Koloko (38240262),Christian Koloko,38240262,C/UTIL,3000,LAL@MEM 03/29/2025 08:00PM ET,LAL,7.07,LAL,MEM,MEM,Christian Koloko,22024,1631132,1610612747,22401006,3/19/2025,LAL vs. DEN,W,14,2,2,1.0,0,0,0.0,0,0,0.0,2,3,5,0,0,0,1,3,4,-3,9.0,1,3/19/2025,Christian Koloko,9.0,-3,LAL vs. DEN,W,Los Angeles Lakers,1.287,0.471,0.9,0.333,0.8,0.0,1,0.0,0,2,5.707,7.306,9.11,7.567,10.52,1,0.04,0.0,0.0,0.0,139,0,1,0,0,0,0,0,1,6.001,0.531,9.412,11.3,12.667,14.6,1,0.644,5.275,-0.324,-0.6,-2.667,0.8,1,-0.214,4,2.003,2.471,3.7,3.667,4.2,0.286,1,0.367,2.201,2.412,2.8,3.667,3.6,0.357,1,1.447,-0.242,0.31,1.367,3.3,0.286,5.858,9,1,0.0,0.0,0,48,0.0,0.0,0.0,
