PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,REB,AST,STL,BLK,TOV,PLUS MINUS,DK
Payton Pritchard,BOS,BOS @ WAS,12/15/2024,W,37,15,11,6,0,0,3,17,38.75
Jordan Poole,WAS,WAS vs. BOS,12/15/2024,L,36,21,3,7,2,0,3,6,39.25
Jayson Tatum,BOS,BOS @ WAS,12/15/2024,W,35,28,12,2,0,0,4,4,45
Jordan Walsh,BOS,BOS @ WAS,12/15/2024,W,2,0,1,0,0,0,0,-7,1.25
Bilal Coulibaly,WAS,WAS vs. BOS,12/15/2024,L,37,19,5,6,1,0,4,-3,35.75
Patrick Baldwin Jr.,WAS,WAS vs. BOS,12/15/2024,L,1,0,0,0,0,0,0,-1,0
Johnny Davis,WAS,WAS vs. BOS,12/15/2024,L,13,5,1,1,1,2,0,-22,13.75
Anthony Gill,WAS,WAS vs. BOS,12/15/2024,L,11,4,2,0,0,0,0,-11,6.5
Jared Butler,WAS,WAS vs. BOS,12/15/2024,L,14,7,3,0,1,0,2,-10,12.25
Neemias Queta,BOS,BOS @ WAS,12/15/2024,W,10,0,2,1,2,1,2,-4,9
Luke Kornet,BOS,BOS @ WAS,12/15/2024,W,27,7,11,4,0,1,1,20,28.25
Jaylen Brown,BOS,BOS @ WAS,12/15/2024,W,26,11,3,4,3,1,3,13,28.25
Kristaps Porzingis,BOS,BOS @ WAS,12/15/2024,W,11,11,2,2,0,0,1,-2,16.5
Jonas Valanciunas,WAS,WAS vs. BOS,12/15/2024,L,9,2,1,2,0,1,1,-21,7.75
Jrue Holiday,BOS,BOS @ WAS,12/15/2024,W,24,12,1,1,1,0,2,-2,16.25
Johnny Furphy,IND,IND vs. NOP,12/15/2024,W,12,0,1,0,1,1,1,2,4.75
Yves Missi,NOP,NOP @ IND,12/15/2024,L,34,9,14,2,1,1,0,-14,33.5
Jarace Walker,IND,IND vs. NOP,12/15/2024,W,21,8,9,2,0,0,1,6,22.75
Herbert Jones,NOP,NOP @ IND,12/15/2024,L,38,19,5,3,4,0,3,-13,37.25
Brandon Boston,NOP,NOP @ IND,12/15/2024,L,31,20,2,1,1,0,1,-7,27
Obi Toppin,IND,IND vs. NOP,12/15/2024,W,21,16,5,2,3,0,1,7,32.75
Javonte Green,NOP,NOP @ IND,12/15/2024,L,14,6,4,0,0,0,1,-1,10.5
Pascal Siakam,IND,IND vs. NOP,12/15/2024,W,36,22,5,2,1,1,0,14,36.75
T.J. McConnell,IND,IND vs. NOP,12/15/2024,W,20,6,3,8,0,0,2,0,20.75
CJ McCollum,NOP,NOP @ IND,12/15/2024,L,31,15,3,2,1,0,3,-11,22.75
Tyrese Haliburton,IND,IND vs. NOP,12/15/2024,W,35,21,4,10,3,1,4,9,49
Trey Murphy III,NOP,NOP @ IND,12/15/2024,L,36,16,6,2,1,2,2,-12,32.5
Jamal Cain,NOP,NOP @ IND,12/15/2024,L,8,0,4,0,0,0,0,-4,5
Bennedict Mathurin,IND,IND vs. NOP,12/15/2024,W,28,8,6,0,0,1,3,10,16
Miles McBride,NYK,NYK @ ORL,12/15/2024,W,21,7,2,1,0,0,0,6,12
Anthony Black,ORL,ORL vs. NYK,12/15/2024,L,20,4,1,3,1,0,0,-3,11.75
Lindy Waters III,GSW,GSW vs. DAL,12/15/2024,L,21,12,5,2,4,0,0,13,31.25
Pat Spencer,GSW,GSW vs. DAL,12/15/2024,L,1,0,0,0,0,0,0,0,0
Gary Payton II,GSW,GSW vs. DAL,12/15/2024,L,11,4,4,1,1,1,0,6,14.5
Kevon Looney,GSW,GSW vs. DAL,12/15/2024,L,21,4,3,6,0,0,0,-15,16.75
Dwight Powell,DAL,DAL @ GSW,12/15/2024,W,1,0,0,0,0,0,0,0,0
Spencer Dinwiddie,DAL,DAL @ GSW,12/15/2024,W,21,0,3,4,0,0,2,-8,8.75
Draymond Green,GSW,GSW vs. DAL,12/15/2024,L,29,21,7,4,0,0,4,4,36.25
Klay Thompson,DAL,DAL @ GSW,12/15/2024,W,29,29,5,4,2,1,1,21,50.25
Oso Ighodaro,PHX,PHX vs. POR,12/15/2024,W,6,4,2,0,1,0,0,2,8.5
Toumani Camara,POR,POR @ PHX,12/15/2024,L,32,14,7,2,1,1,1,3,30.25
Jabari Walker,POR,POR @ PHX,12/15/2024,L,6,2,2,0,0,0,0,-6,4.5
Scoot Henderson,POR,POR @ PHX,12/15/2024,L,19,2,1,4,0,1,1,-11,10.75
Dalano Banton,POR,POR @ PHX,12/15/2024,L,14,7,4,4,0,0,2,0,17.5
Robert Williams III,POR,POR @ PHX,12/15/2024,L,17,8,3,1,0,0,1,-6,12.75
Josh Okogie,PHX,PHX vs. POR,12/15/2024,W,3,2,0,0,1,0,0,1,4
Royce O'Neale,PHX,PHX vs. POR,12/15/2024,W,32,13,4,2,0,0,0,-3,22.5
Devin Booker,PHX,PHX vs. POR,12/15/2024,W,37,28,3,5,1,0,2,1,42.25
Tyus Jones,PHX,PHX vs. POR,12/15/2024,W,32,19,4,4,0,0,2,-4,30.5
Mason Plumlee,PHX,PHX vs. POR,12/15/2024,W,12,0,4,1,0,1,0,7,8.5
Kevin Durant,PHX,PHX vs. POR,12/15/2024,W,36,20,7,7,1,0,1,-7,41.25
Marvin Bagley III,WAS,WAS vs. BOS,12/15/2024,L,11,2,6,0,1,0,0,-3,11.5
Bub Carrington,WAS,WAS vs. BOS,12/15/2024,L,40,11,10,2,1,0,3,-15,28.5
Stephon Castle,SAS,SAS vs. MIN,12/15/2024,L,23,2,2,5,0,0,3,-23,10.5
Victor Wembanyama,SAS,SAS vs. MIN,12/15/2024,L,33,20,12,5,0,7,4,-9,55
Julian Champagnie,SAS,SAS vs. MIN,12/15/2024,L,29,11,6,1,2,0,0,-6,25.5
Devin Vassell,SAS,SAS vs. MIN,12/15/2024,L,25,4,0,0,0,0,0,-31,4
Naz Reid,MIN,MIN @ SAS,12/15/2024,W,27,3,8,3,0,1,0,26,19.5
Nickeil Alexander-Walker,MIN,MIN @ SAS,12/15/2024,W,24,17,3,3,2,0,0,28,30.25
Donte DiVincenzo,MIN,MIN @ SAS,12/15/2024,W,20,7,5,2,0,0,1,15,16.25
Rudy Gobert,MIN,MIN @ SAS,12/15/2024,W,35,10,9,2,1,1,2,8,27.25
Mike Conley,MIN,MIN @ SAS,12/15/2024,W,28,9,5,8,1,1,3,4,31.25
Chris Paul,SAS,SAS vs. MIN,12/15/2024,L,30,0,4,9,2,0,3,1,21
Rob Dillingham,MIN,MIN @ SAS,12/15/2024,W,9,3,1,2,1,0,1,-6,9.25
Sidy Cissoko,SAS,SAS vs. MIN,12/15/2024,L,3,6,0,0,0,0,0,7,7
Josh Minott,MIN,MIN @ SAS,12/15/2024,W,3,2,0,0,0,0,0,-7,2
Jeremy Sochan,SAS,SAS vs. MIN,12/15/2024,L,30,17,15,4,2,1,5,-5,45.25
Blake Wesley,SAS,SAS vs. MIN,12/15/2024,L,9,4,2,5,0,0,1,6,13.5
Malaki Branham,SAS,SAS vs. MIN,12/15/2024,L,3,0,0,1,0,0,0,7,1.5
Sandro Mamukelashvili,SAS,SAS vs. MIN,12/15/2024,L,8,3,1,1,0,0,0,4,6.25
Luka Garza,MIN,MIN @ SAS,12/15/2024,W,3,4,0,0,0,0,1,-7,3.5
Terrence Shannon Jr.,MIN,MIN @ SAS,12/15/2024,W,3,2,0,0,0,0,0,-7,2
Jaden McDaniels,MIN,MIN @ SAS,12/15/2024,W,28,12,11,1,4,0,1,6,35.75
Anthony Edwards,MIN,MIN @ SAS,12/15/2024,W,28,26,5,2,0,0,1,9,36.25
Charles Bassey,SAS,SAS vs. MIN,12/15/2024,L,15,8,7,1,0,0,2,-5,17.25
PJ Dozier,MIN,MIN @ SAS,12/15/2024,W,3,0,0,0,0,0,0,-7,0
Julius Randle,MIN,MIN @ SAS,12/15/2024,W,29,11,4,3,2,1,2,8,25.5
Harrison Barnes,SAS,SAS vs. MIN,12/15/2024,L,30,17,1,2,0,0,0,-16,23.25
Tristan da Silva,ORL,ORL vs. NYK,12/15/2024,L,32,20,3,2,0,0,2,-8,26.75
Andrew Nembhard,IND,IND vs. NOP,12/15/2024,W,28,17,2,7,0,0,5,18,27.5
Daniel Theis,NOP,NOP @ IND,12/15/2024,L,14,0,4,1,1,1,0,1,10.5
Jonathan Kuminga,GSW,GSW vs. DAL,12/15/2024,L,30,20,3,6,0,0,0,-10,33.75
Olivier-Maxence Prosper,DAL,DAL @ GSW,12/15/2024,W,13,3,3,2,0,0,0,-10,10.25
P.J. Washington,DAL,DAL @ GSW,12/15/2024,W,35,13,4,1,1,1,2,20,23.5
Marcus Smart,MEM,MEM @ LAL,12/15/2024,L,29,7,3,3,0,0,1,0,15.25
D'Angelo Russell,LAL,LAL vs. MEM,12/15/2024,W,17,7,3,2,1,0,3,-7,15.25
Jaren Jackson Jr.,MEM,MEM @ LAL,12/15/2024,L,29,25,5,2,1,0,2,-13,36.25
Gabe Vincent,LAL,LAL vs. MEM,12/15/2024,W,14,3,2,0,1,2,1,-3,11.5
Cam Reddish,LAL,LAL vs. MEM,12/15/2024,W,14,8,2,1,2,0,1,8,15.5
Ja Morant,MEM,MEM @ LAL,12/15/2024,L,31,20,7,6,3,0,7,-8,41.25
Scotty Pippen Jr.,MEM,MEM @ LAL,12/15/2024,L,9,2,2,0,0,1,3,-6,5
Jay Huff,MEM,MEM @ LAL,12/15/2024,L,6,3,3,0,1,0,1,-8,8.75
Christian Koloko,LAL,LAL vs. MEM,12/15/2024,W,12,1,0,0,0,0,0,-11,1
Zach Edey,MEM,MEM @ LAL,12/15/2024,L,24,13,10,1,1,1,0,12,31
Dalton Knecht,LAL,LAL vs. MEM,12/15/2024,W,13,5,3,0,0,0,2,-2,7.75
LeBron James,LAL,LAL vs. MEM,12/15/2024,W,34,18,8,8,1,2,5,0,45
Cameron Payne,NYK,NYK @ ORL,12/15/2024,W,10,0,2,2,0,0,0,6,5.5
Moritz Wagner,ORL,ORL vs. NYK,12/15/2024,L,26,32,6,1,2,0,3,-1,45.5
Xavier Tillman,BOS,BOS @ WAS,12/15/2024,W,2,0,0,0,1,0,1,-7,1.5
Jaden Springer,BOS,BOS @ WAS,12/15/2024,W,2,1,1,0,0,0,0,-7,2.25
Ryan Dunn,PHX,PHX vs. POR,12/15/2024,W,15,4,2,0,0,0,1,12,6
Donovan Clingan,POR,POR @ PHX,12/15/2024,L,19,10,9,3,0,2,3,-2,28.25
Shaedon Sharpe,POR,POR @ PHX,12/15/2024,L,32,12,5,5,1,0,0,-2,28.25
Deni Avdija,POR,POR @ PHX,12/15/2024,L,28,17,7,3,0,0,4,-9,29.75
Anfernee Simons,POR,POR @ PHX,12/15/2024,L,37,20,4,5,2,0,1,-8,38
Grayson Allen,PHX,PHX vs. POR,12/15/2024,W,24,12,2,1,1,0,0,11,20
Monté Morris,PHX,PHX vs. POR,12/15/2024,W,16,4,4,1,1,0,0,11,12.5
Jusuf Nurkic,PHX,PHX vs. POR,12/15/2024,W,26,10,14,2,1,1,5,4,32
Jerami Grant,POR,POR @ PHX,12/15/2024,L,36,17,6,3,2,0,0,6,35
Derrick White,BOS,BOS @ WAS,12/15/2024,W,35,15,5,5,2,2,1,18,37.75
Rui Hachimura,LAL,LAL vs. MEM,12/15/2024,W,38,8,6,1,1,1,3,13,19.5
Desmond Bane,MEM,MEM @ LAL,12/15/2024,L,28,7,7,7,0,0,1,-12,25.75
Anthony Davis,LAL,LAL vs. MEM,12/15/2024,W,33,40,16,2,2,1,4,14,67.5
Jaylen Wells,MEM,MEM @ LAL,12/15/2024,L,18,8,0,0,0,0,0,4,8
Jake LaRavia,MEM,MEM @ LAL,12/15/2024,L,14,2,2,2,1,0,3,-9,8
Max Christie,LAL,LAL vs. MEM,12/15/2024,W,29,7,2,1,0,1,1,7,13
Santi Aldama,MEM,MEM @ LAL,12/15/2024,L,19,6,3,0,1,1,0,1,13.75
Kyrie Irving,DAL,DAL @ GSW,12/15/2024,W,35,21,3,8,0,0,2,10,36.25
Brandon Clarke,MEM,MEM @ LAL,12/15/2024,L,13,5,5,1,0,0,1,-9,12.25
Quentin Grimes,DAL,DAL @ GSW,12/15/2024,W,19,14,2,0,1,0,0,-11,20.5
Daniel Gafford,DAL,DAL @ GSW,12/15/2024,W,17,10,9,1,0,0,3,0,21.25
Thomas Bryant,IND,IND vs. NOP,12/15/2024,W,11,7,2,0,0,1,0,-6,12
Dejounte Murray,NOP,NOP @ IND,12/15/2024,L,35,19,7,7,2,0,8,-14,39.25
Myles Turner,IND,IND vs. NOP,12/15/2024,W,28,14,6,2,2,4,0,15,37.5
Luke Kennard,MEM,MEM @ LAL,12/15/2024,L,18,12,3,3,2,0,1,18,25.25
Luka Doncic,DAL,DAL @ GSW,12/15/2024,W,38,45,11,13,3,2,3,18,89.75
Buddy Hield,GSW,GSW vs. DAL,12/15/2024,L,27,9,0,1,1,0,3,-19,12.5
Nick Richards,CHA,CHA vs. PHI,12/16/2024,L,15,19,5,0,1,1,3,-5,27.75
Nicolas Batum,LAC,LAC vs. UTA,12/16/2024,W,16,4,3,0,2,0,2,19,11.25
Kevin Porter Jr.,LAC,LAC vs. UTA,12/16/2024,W,26,7,8,6,3,0,2,15,31
Bones Hyland,LAC,LAC vs. UTA,12/16/2024,W,12,8,0,3,3,0,1,2,19
Johnny Juzang,UTA,UTA @ LAC,12/16/2024,L,22,12,3,1,0,0,0,-12,19.25
Brice Sensabaugh,UTA,UTA @ LAC,12/16/2024,L,25,6,5,5,2,0,4,-17,22.25
Jordan Miller,LAC,LAC vs. UTA,12/16/2024,W,20,2,0,0,0,1,0,10,4
Isaiah Collier,UTA,UTA @ LAC,12/16/2024,L,12,0,1,2,0,1,1,-11,5.75
Peyton Watson,DEN,DEN @ SAC,12/16/2024,W,17,9,4,1,1,0,1,-5,17.5
Keon Ellis,SAC,SAC vs. DEN,12/16/2024,L,33,12,6,1,2,4,0,9,33.5
Kyle Filipowski,UTA,UTA @ LAC,12/16/2024,L,15,4,6,0,0,0,0,-10,11.5
Keyonte George,UTA,UTA @ LAC,12/16/2024,L,33,9,3,7,0,0,3,-26,22.25
Walker Kessler,UTA,UTA @ LAC,12/16/2024,L,23,10,7,0,1,1,3,-25,21.25
Kai Jones,LAC,LAC vs. UTA,12/16/2024,W,6,0,1,0,0,0,0,2,1.25
Amir Coffey,LAC,LAC vs. UTA,12/16/2024,W,34,16,3,3,0,1,1,17,27.25
Collin Sexton,UTA,UTA @ LAC,12/16/2024,L,24,15,0,2,0,0,0,-13,18.5
Mo Bamba,LAC,LAC vs. UTA,12/16/2024,W,17,6,7,1,0,1,1,6,18.25
John Collins,UTA,UTA @ LAC,12/16/2024,L,38,14,5,2,2,1,2,-25,28.25
Lauri Markkanen,UTA,UTA @ LAC,12/16/2024,L,25,17,5,1,2,0,3,-25,28.75
Ivica Zubac,LAC,LAC vs. UTA,12/16/2024,W,26,19,12,4,1,2,1,29,45.5
Kris Dunn,LAC,LAC vs. UTA,12/16/2024,W,24,12,2,4,2,0,1,25,25
Norman Powell,LAC,LAC vs. UTA,12/16/2024,W,28,29,4,1,1,0,1,33,39.5
Jordan Clarkson,UTA,UTA @ LAC,12/16/2024,L,23,20,0,2,1,0,6,-21,23.5
James Harden,LAC,LAC vs. UTA,12/16/2024,W,31,41,1,6,1,1,4,27,56.75
Malik Monk,SAC,SAC vs. DEN,12/16/2024,L,34,25,6,10,1,3,3,-6,56
Michael Porter Jr.,DEN,DEN @ SAC,12/16/2024,W,31,11,10,1,1,0,2,8,26.5
Nikola Jokic,DEN,DEN @ SAC,12/16/2024,W,38,20,14,13,2,1,5,4,61
Hunter Tyson,DEN,DEN @ SAC,12/16/2024,W,17,7,3,1,1,0,1,-7,14.25
Colby Jones,SAC,SAC vs. DEN,12/16/2024,L,18,0,4,0,1,1,0,6,9
Julian Strawther,DEN,DEN @ SAC,12/16/2024,W,23,13,4,1,0,1,0,-11,22
De'Aaron Fox,SAC,SAC vs. DEN,12/16/2024,L,39,29,5,7,0,1,3,-13,47.25
Jamal Murray,DEN,DEN @ SAC,12/16/2024,W,38,28,2,6,0,1,1,10,43
Alex Len,SAC,SAC vs. DEN,12/16/2024,L,2,0,0,0,0,0,0,1,0
DeAndre Jordan,DEN,DEN @ SAC,12/16/2024,W,10,0,2,3,1,1,1,-3,10.5
Aaron Gordon,DEN,DEN @ SAC,12/16/2024,W,31,24,7,2,0,0,1,6,35.75
Isaac Jones,SAC,SAC vs. DEN,12/16/2024,L,6,2,1,0,1,0,0,-2,5.25
Kyle Lowry,PHI,PHI @ CHA,12/16/2024,W,18,3,1,1,1,1,0,0,9.75
Day'Ron Sharpe,BKN,BKN vs. CLE,12/16/2024,L,20,15,7,1,3,0,3,1,30.25
JT Thor,CLE,CLE @ BKN,12/16/2024,W,5,4,1,0,0,1,0,-8,7.25
Keon Johnson,BKN,BKN vs. CLE,12/16/2024,L,24,5,4,2,1,0,1,-1,15
Trendon Watford,BKN,BKN vs. CLE,12/16/2024,L,10,8,0,0,0,0,0,-11,8.5
Tyrese Martin,BKN,BKN vs. CLE,12/16/2024,L,18,3,3,2,2,0,2,-9,13.25
Noah Clowney,BKN,BKN vs. CLE,12/16/2024,L,17,2,2,1,0,1,2,-28,7
Georges Niang,CLE,CLE @ BKN,12/16/2024,W,25,17,9,2,0,0,3,28,30.75
Dorian Finney-Smith,BKN,BKN vs. CLE,12/16/2024,L,24,10,4,1,0,0,1,-10,17
Donovan Mitchell,CLE,CLE @ BKN,12/16/2024,W,30,18,3,5,4,0,1,29,38.25
Nic Claxton,BKN,BKN vs. CLE,12/16/2024,L,23,8,4,2,1,0,0,-24,18
Cameron Johnson,BKN,BKN vs. CLE,12/16/2024,L,28,22,1,5,0,1,3,-20,32.75
Dean Wade,CLE,CLE @ BKN,12/16/2024,W,23,3,7,0,1,1,0,19,16.25
Sam Merrill,CLE,CLE @ BKN,12/16/2024,W,24,7,0,3,1,0,0,2,14
Jalen Wilson,BKN,BKN vs. CLE,12/16/2024,L,29,13,1,2,2,0,1,-14,22.75
Evan Mobley,CLE,CLE @ BKN,12/16/2024,W,23,21,5,2,1,0,2,14,31.75
Ben Simmons,BKN,BKN vs. CLE,12/16/2024,L,31,10,4,8,2,0,6,-16,28
Garrett Temple,TOR,TOR vs. CHI,12/16/2024,L,3,0,0,0,0,0,1,1,-0.5
Nikola Vucevic,CHI,CHI @ TOR,12/16/2024,W,32,24,5,3,0,2,0,2,39.75
Jakob Poeltl,TOR,TOR vs. CHI,12/16/2024,L,22,6,5,3,1,0,1,-7,18.25
Lonzo Ball,CHI,CHI @ TOR,12/16/2024,W,23,8,6,7,1,1,3,-9,29.5
Patrick Williams,CHI,CHI @ TOR,12/16/2024,W,21,6,4,1,1,2,0,-4,18.5
Davion Mitchell,TOR,TOR vs. CHI,12/16/2024,L,16,3,1,4,0,1,3,-6,11.25
Josh Giddey,CHI,CHI @ TOR,12/16/2024,W,24,11,9,8,2,1,3,12,39.25
Gradey Dick,TOR,TOR vs. CHI,12/16/2024,L,33,27,6,2,0,0,1,15,38.5
Matas Buzelis,CHI,CHI @ TOR,12/16/2024,W,13,7,4,1,0,0,0,7,14
Ochai Agbaji,TOR,TOR vs. CHI,12/16/2024,L,31,15,3,0,0,1,0,-5,21.25
Kelly Olynyk,TOR,TOR vs. CHI,12/16/2024,L,13,7,3,1,2,0,2,-7,15.25
Chris Boucher,TOR,TOR vs. CHI,12/16/2024,L,21,11,10,0,0,1,0,-9,25.5
RJ Barrett,TOR,TOR vs. CHI,12/16/2024,L,37,32,5,9,1,2,6,1,55.75
Talen Horton-Tucker,CHI,CHI @ TOR,12/16/2024,W,25,15,3,2,2,0,0,-6,26.25
Jalen Smith,CHI,CHI @ TOR,12/16/2024,W,16,10,5,1,1,0,0,2,20.75
Ayo Dosunmu,CHI,CHI @ TOR,12/16/2024,W,40,12,5,5,1,1,0,-6,30.25
Julian Phillips,CHI,CHI @ TOR,12/16/2024,W,12,10,0,0,1,1,2,-3,13.5
Ja'Kobe Walter,TOR,TOR vs. CHI,12/16/2024,L,24,6,3,2,2,0,1,-6,16.25
Jamal Shead,TOR,TOR vs. CHI,12/16/2024,L,12,10,4,6,1,0,1,10,26.5
Jonathan Mogbo,TOR,TOR vs. CHI,12/16/2024,L,28,4,4,1,0,1,2,8,11.5
Coby White,CHI,CHI @ TOR,12/16/2024,W,35,19,0,5,3,0,4,10,32
Russell Westbrook,DEN,DEN @ SAC,12/16/2024,W,35,18,9,10,3,0,3,3,48.75
DeMar DeRozan,SAC,SAC vs. DEN,12/16/2024,L,34,17,3,4,2,0,2,0,29.75
Jae Crowder,SAC,SAC vs. DEN,12/16/2024,L,5,0,2,0,0,0,1,-7,2
Doug McDermott,SAC,SAC vs. DEN,12/16/2024,L,27,16,1,0,0,0,0,6,19.25
Domantas Sabonis,SAC,SAC vs. DEN,12/16/2024,L,41,28,14,6,3,0,2,1,60
Isaac Okoro,CLE,CLE @ BKN,12/16/2024,W,20,12,1,1,1,0,0,20,17.75
Ty Jerome,CLE,CLE @ BKN,12/16/2024,W,16,5,3,6,1,0,2,11,19.25
Vasilije Micic,CHA,CHA vs. PHI,12/16/2024,L,16,0,1,5,0,0,3,-14,7.25
Kelly Oubre Jr.,PHI,PHI @ CHA,12/16/2024,W,40,19,9,4,2,1,4,19,40.75
Guerschon Yabusele,PHI,PHI @ CHA,12/16/2024,W,18,0,3,1,0,0,0,3,5.25
Cody Martin,CHA,CHA vs. PHI,12/16/2024,L,29,10,5,2,2,1,1,-9,25.75
Mark Williams,CHA,CHA vs. PHI,12/16/2024,L,17,7,3,3,0,3,1,-11,20.75
Ricky Council IV,PHI,PHI @ CHA,12/16/2024,W,9,6,1,0,1,0,1,5,8.75
Tidjane Salaün,CHA,CHA vs. PHI,12/16/2024,L,18,0,2,1,0,1,1,-9,5.5
Eric Gordon,PHI,PHI @ CHA,12/16/2024,W,26,9,1,1,1,0,1,-1,14.75
Paul George,PHI,PHI @ CHA,12/16/2024,W,40,33,5,8,2,1,4,11,58.25
Andre Drummond,PHI,PHI @ CHA,12/16/2024,W,28,9,15,1,2,1,4,9,33.25
Tyrese Maxey,PHI,PHI @ CHA,12/16/2024,W,40,40,5,5,4,0,4,18,62.75
Josh Green,CHA,CHA vs. PHI,12/16/2024,L,30,10,2,0,4,1,1,-11,23
KJ Martin,PHI,PHI @ CHA,12/16/2024,W,21,2,2,0,1,0,2,1,5.5
Isaiah Wong,CHA,CHA vs. PHI,12/16/2024,L,14,7,2,0,0,0,1,2,9.5
Moussa Diabaté,CHA,CHA vs. PHI,12/16/2024,L,16,4,3,0,1,0,1,3,9.25
Brandon Miller,CHA,CHA vs. PHI,12/16/2024,L,31,12,4,4,0,1,2,-3,25
Miles Bridges,CHA,CHA vs. PHI,12/16/2024,L,28,24,6,4,0,0,3,2,37
LaMelo Ball,CHA,CHA vs. PHI,12/16/2024,L,26,15,5,11,4,0,3,-10,45.75
Kevin Love,MIA,MIA @ DET,12/16/2024,L,12,4,5,1,0,0,2,9,10.75
Haywood Highsmith,MIA,MIA @ DET,12/16/2024,L,20,3,2,2,1,1,1,-14,12.5
Isaiah Stewart,DET,DET vs. MIA,12/16/2024,W,7,4,3,0,0,0,1,9,7.25
Paul Reed,DET,DET vs. MIA,12/16/2024,W,12,6,2,0,0,0,0,-2,8.5
Dru Smith,MIA,MIA @ DET,12/16/2024,L,31,7,0,2,6,0,1,21,22
Jaime Jaquez Jr.,MIA,MIA @ DET,12/16/2024,L,19,13,1,4,1,0,1,-14,21.75
Marcus Sasser,DET,DET vs. MIA,12/16/2024,W,21,6,0,3,1,0,1,-7,13
Simone Fontecchio,DET,DET vs. MIA,12/16/2024,W,24,9,2,2,0,0,3,1,13.5
Ronald Holland II,DET,DET vs. MIA,12/16/2024,W,23,8,4,0,1,0,0,6,15.5
Tim Hardaway Jr.,DET,DET vs. MIA,12/16/2024,W,36,16,2,2,1,0,2,-1,25
Terry Rozier,MIA,MIA @ DET,12/16/2024,L,34,11,5,6,1,0,2,3,27.75
Malik Beasley,DET,DET vs. MIA,12/16/2024,W,41,28,3,4,0,1,2,8,42.25
Bam Adebayo,MIA,MIA @ DET,12/16/2024,L,41,15,8,3,1,0,1,-10,31.5
Duncan Robinson,MIA,MIA @ DET,12/16/2024,L,24,13,0,1,1,0,2,-17,17
Tyler Herro,MIA,MIA @ DET,12/16/2024,L,41,23,4,1,1,0,3,6,32
Jalen Duren,DET,DET vs. MIA,12/16/2024,W,32,9,16,2,1,1,5,-5,33.5
Ausar Thompson,DET,DET vs. MIA,12/16/2024,W,27,19,9,1,4,1,3,-13,40.75
Jimmy Butler,MIA,MIA @ DET,12/16/2024,L,44,35,19,10,4,1,0,11,84.25
Cade Cunningham,DET,DET vs. MIA,12/16/2024,W,42,20,11,18,0,1,4,9,62.25
Tristan Thompson,CLE,CLE @ BKN,12/16/2024,W,7,1,4,0,0,1,1,-6,7.5
Caris LeVert,CLE,CLE @ BKN,12/16/2024,W,19,19,1,4,2,2,1,15,36.75
Jarrett Allen,CLE,CLE @ BKN,12/16/2024,W,24,12,8,4,2,0,1,17,31.5
Shake Milton,BKN,BKN vs. CLE,12/16/2024,L,17,5,5,1,0,0,1,-13,12.75
Darius Garland,CLE,CLE @ BKN,12/16/2024,W,24,11,0,6,1,1,6,4,22
Derrick Jones Jr.,LAC,LAC @ DAL,12/19/2024,W,20,8,1,1,1,1,0,14,15.75
Ivica Zubac,LAC,LAC @ DAL,12/19/2024,W,33,21,15,5,2,0,1,15,50.75
Kris Dunn,LAC,LAC @ DAL,12/19/2024,W,25,3,1,6,1,0,1,11,15.25
Dwight Powell,DAL,DAL vs. LAC,12/19/2024,L,3,0,0,0,0,0,0,-6,0
Markieff Morris,DAL,DAL vs. LAC,12/19/2024,L,3,0,0,0,0,0,0,-6,0
Stephon Castle,SAS,SAS vs. ATL,12/19/2024,W,21,7,1,3,1,0,1,-16,14.25
Zaccharie Risacher,ATL,ATL @ SAS,12/19/2024,L,22,9,4,0,2,0,0,-4,18.5
Julian Champagnie,SAS,SAS vs. ATL,12/19/2024,W,26,8,4,2,2,0,1,4,20.5
Vít Krejcí,ATL,ATL @ SAS,12/19/2024,L,20,0,3,3,3,1,2,2,15.25
Tre Jones,SAS,SAS vs. ATL,12/19/2024,W,14,0,0,2,0,0,0,-2,3
Charles Bassey,SAS,SAS vs. ATL,12/19/2024,W,8,4,4,0,0,1,1,-7,10.5
Bogdan Bogdanovic,ATL,ATL @ SAS,12/19/2024,L,31,10,4,4,1,0,3,8,22.5
Clint Capela,ATL,ATL @ SAS,12/19/2024,L,22,10,9,1,0,1,3,-9,23.25
Harrison Barnes,SAS,SAS vs. ATL,12/19/2024,W,18,6,3,2,1,0,1,8,14.25
Ronald Holland II,DET,DET vs. UTA,12/19/2024,L,13,4,3,0,0,0,0,5,7.75
Jordan Clarkson,UTA,UTA @ DET,12/19/2024,W,14,3,1,5,1,1,4,-9,14.25
Aaron Wiggins,OKC,OKC @ ORL,12/19/2024,W,31,11,2,1,2,1,0,15,22
Yves Missi,NOP,NOP @ HOU,12/19/2024,L,33,11,11,1,0,0,1,-19,25.75
Trey Murphy III,NOP,NOP @ HOU,12/19/2024,L,36,28,1,3,1,0,2,-11,36.75
Reed Sheppard,HOU,HOU vs. NOP,12/19/2024,W,15,2,3,0,1,1,1,-3,9.25
Jordan Hawkins,NOP,NOP @ HOU,12/19/2024,L,17,5,1,0,0,1,0,-7,8.75
Amen Thompson,HOU,HOU vs. NOP,12/19/2024,W,24,4,4,5,0,2,2,1,19.5
Jabari Smith Jr.,HOU,HOU vs. NOP,12/19/2024,W,32,15,2,5,1,0,0,19,28.5
