PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,REB,AST,STL,BLK,TOV,PLUS MINUS,DK
Simone Fontecchio,DET,DET @ BOS,12/12/2024,L,17,6,1,1,0,0,1,-7,8.75
Ausar Thompson,DET,DET @ BOS,12/12/2024,L,13,4,3,0,0,0,1,-15,7.25
Jordan Walsh,BOS,BOS vs. DET,12/12/2024,W,13,2,3,1,1,0,0,-5,9.25
Tobias Harris,DET,DET @ BOS,12/12/2024,L,26,9,8,3,0,0,0,-14,24
Kristaps Porzingis,BOS,BOS vs. DET,12/12/2024,W,30,19,8,2,1,2,1,23,38.5
Derrick White,BOS,BOS vs. DET,12/12/2024,W,31,23,2,4,2,1,2,14,40
Neemias Queta,BOS,BOS vs. DET,12/12/2024,W,18,4,2,1,1,1,2,-6,11
Payton Pritchard,BOS,BOS vs. DET,12/12/2024,W,31,27,4,10,0,0,1,22,50
Cade Cunningham,DET,DET @ BOS,12/12/2024,L,35,18,8,8,0,1,3,-19,40.5
Jaden Ivey,DET,DET @ BOS,12/12/2024,L,27,10,3,2,1,0,0,-17,19.75
Marcus Sasser,DET,DET @ BOS,12/12/2024,L,17,9,1,4,2,1,1,2,22.25
Drew Peterson,BOS,BOS vs. DET,12/12/2024,W,19,5,3,2,0,0,1,12,11.25
Paul Reed,DET,DET @ BOS,12/12/2024,L,15,4,0,3,2,1,0,-6,14.5
Kevin Love,MIA,MIA vs. TOR,12/12/2024,W,9,6,3,1,0,0,1,3,11.25
Jimmy Butler,MIA,MIA vs. TOR,12/12/2024,W,29,11,5,4,0,1,3,16,23.75
Trey Jemison III,NOP,NOP vs. SAC,12/12/2024,L,3,1,0,0,1,0,0,-1,3
Antonio Reeves,NOP,NOP vs. SAC,12/12/2024,L,3,0,1,1,0,0,0,3,2.75
Colby Jones,SAC,SAC @ NOP,12/12/2024,W,5,0,0,0,0,0,0,-7,0
Orlando Robinson,SAC,SAC @ NOP,12/12/2024,W,3,0,0,0,0,0,0,-1,0
Trey Murphy III,NOP,NOP vs. SAC,12/12/2024,L,40,21,4,0,1,0,2,-1,28.5
Daniel Theis,NOP,NOP vs. SAC,12/12/2024,L,14,7,2,2,1,0,1,5,14.5
Dejounte Murray,NOP,NOP vs. SAC,12/12/2024,L,35,20,7,9,1,2,8,-6,45.25
Jamison Battle,TOR,TOR @ MIA,12/12/2024,L,15,8,2,1,0,0,0,-4,13
Jamal Shead,TOR,TOR @ MIA,12/12/2024,L,14,5,0,1,1,0,1,-1,8.5
Ja'Kobe Walter,TOR,TOR @ MIA,12/12/2024,L,26,9,2,1,1,1,1,-7,17.5
Gradey Dick,TOR,TOR @ MIA,12/12/2024,L,31,22,4,2,0,0,0,-7,31.5
Jaime Jaquez Jr.,MIA,MIA vs. TOR,12/12/2024,W,16,6,3,0,0,0,1,-18,9.25
Nikola Jovic,MIA,MIA vs. TOR,12/12/2024,W,24,14,4,1,1,1,0,25,25.5
Dru Smith,MIA,MIA vs. TOR,12/12/2024,W,34,11,3,3,1,0,1,14,21.25
Bam Adebayo,MIA,MIA vs. TOR,12/12/2024,W,35,21,16,5,0,1,1,7,50.5
Terry Rozier,MIA,MIA vs. TOR,12/12/2024,W,25,5,8,0,2,0,1,-5,19
Davion Mitchell,TOR,TOR @ MIA,12/12/2024,L,21,12,2,6,0,0,1,-7,23.5
Ochai Agbaji,TOR,TOR @ MIA,12/12/2024,L,30,13,3,0,1,0,0,1,19.25
Tyler Herro,MIA,MIA vs. TOR,12/12/2024,W,32,23,4,4,0,0,2,30,35
RJ Barrett,TOR,TOR @ MIA,12/12/2024,L,34,13,11,10,0,3,6,4,45.25
Haywood Highsmith,MIA,MIA vs. TOR,12/12/2024,W,19,9,3,0,0,0,2,-6,13.25
Duncan Robinson,MIA,MIA vs. TOR,12/12/2024,W,18,8,3,3,0,0,3,-16,14.75
Bruno Fernando,TOR,TOR @ MIA,12/12/2024,L,2,2,0,0,1,0,0,2,4
Kelly Olynyk,TOR,TOR @ MIA,12/12/2024,L,12,0,4,2,2,0,0,-4,12
Jordan Clarkson,UTA,UTA vs. PHX,12/13/2024,L,31,23,2,4,1,1,3,-4,36
Jusuf Nurkic,PHX,PHX @ UTA,12/13/2024,W,31,12,7,0,1,3,2,6,27.75
Devin Booker,PHX,PHX @ UTA,12/13/2024,W,38,34,2,8,1,0,0,10,53.5
John Collins,UTA,UTA vs. PHX,12/13/2024,L,35,22,6,6,2,2,1,1,48
Monté Morris,PHX,PHX @ UTA,12/13/2024,W,16,1,1,1,1,0,1,-4,5.25
Grayson Allen,PHX,PHX @ UTA,12/13/2024,W,25,8,4,2,2,0,0,5,21
Johnny Juzang,UTA,UTA vs. PHX,12/13/2024,L,13,3,1,1,0,0,0,0,6.25
Isaiah Collier,UTA,UTA vs. PHX,12/13/2024,L,12,2,2,2,1,0,1,3,9
Kyle Filipowski,UTA,UTA vs. PHX,12/13/2024,L,14,7,2,1,0,0,1,5,11
Ryan Dunn,PHX,PHX @ UTA,12/13/2024,W,13,13,1,0,1,2,1,-6,20.75
Harrison Barnes,SAS,SAS @ POR,12/13/2024,W,34,10,3,1,0,0,0,-11,16.25
Anfernee Simons,POR,POR vs. SAS,12/13/2024,L,37,30,3,7,2,0,0,-3,49.75
Deni Avdija,POR,POR vs. SAS,12/13/2024,L,26,19,5,4,1,0,2,-8,32.75
Devin Vassell,SAS,SAS @ POR,12/13/2024,W,30,23,6,5,0,0,4,6,38
Sandro Mamukelashvili,SAS,SAS @ POR,12/13/2024,W,13,0,5,0,0,0,0,-15,6.25
Shaedon Sharpe,POR,POR vs. SAS,12/13/2024,L,33,11,4,2,0,1,2,6,20.5
Malaki Branham,SAS,SAS @ POR,12/13/2024,W,15,2,1,3,0,0,2,-21,6.75
Jabari Walker,POR,POR vs. SAS,12/13/2024,L,22,5,5,0,2,0,0,13,15.75
Toumani Camara,POR,POR vs. SAS,12/13/2024,L,38,8,6,2,1,4,2,-4,28.5
Peyton Watson,DEN,DEN vs. LAC,12/13/2024,W,26,14,5,0,2,0,0,9,24.75
Cam Reddish,LAL,LAL @ MIN,12/13/2024,L,23,5,3,1,2,0,2,4,13.25
Austin Reaves,LAL,LAL @ MIN,12/13/2024,L,30,18,6,6,0,0,2,-2,35.5
Jonas Valanciunas,WAS,WAS @ CLE,12/13/2024,L,17,8,4,2,0,0,3,-5,14.5
Donovan Clingan,POR,POR vs. SAS,12/13/2024,L,15,6,7,2,0,0,3,3,16.25
Victor Wembanyama,SAS,SAS @ POR,12/13/2024,W,34,28,7,7,1,2,3,3,52.75
Jeremy Sochan,SAS,SAS @ POR,12/13/2024,W,32,15,5,3,2,1,1,15,31.25
Blake Wesley,SAS,SAS @ POR,12/13/2024,W,25,8,2,8,1,1,1,19,26
Scoot Henderson,POR,POR vs. SAS,12/13/2024,L,22,4,2,5,1,0,1,-5,15.5
Dalano Banton,POR,POR vs. SAS,12/13/2024,L,8,1,0,1,1,0,0,-4,4.5
Julian Champagnie,SAS,SAS @ POR,12/13/2024,W,31,19,5,1,0,1,1,8,30.75
Charles Bassey,SAS,SAS @ POR,12/13/2024,W,14,8,4,0,0,1,0,-1,15
Jerami Grant,POR,POR vs. SAS,12/13/2024,L,38,32,4,2,1,0,3,-8,44.5
Chris Paul,SAS,SAS @ POR,12/13/2024,W,11,5,3,4,1,0,2,7,16.25
Tyus Jones,PHX,PHX @ UTA,12/13/2024,W,32,19,3,11,0,0,0,12,41.75
Oso Ighodaro,PHX,PHX @ UTA,12/13/2024,W,6,0,1,0,1,0,0,1,3.25
Brice Sensabaugh,UTA,UTA vs. PHX,12/13/2024,L,13,9,1,0,0,0,1,-3,11.25
Keyonte George,UTA,UTA vs. PHX,12/13/2024,L,31,18,6,9,1,2,3,-8,45
Walker Kessler,UTA,UTA vs. PHX,12/13/2024,L,34,17,5,3,0,1,1,-13,30.25
Collin Sexton,UTA,UTA vs. PHX,12/13/2024,L,24,6,3,2,0,0,3,-8,11.25
Lauri Markkanen,UTA,UTA vs. PHX,12/13/2024,L,34,19,6,2,0,0,1,-13,31
Royce O'Neale,PHX,PHX @ UTA,12/13/2024,W,28,17,4,5,0,0,0,8,32
Mason Plumlee,PHX,PHX @ UTA,12/13/2024,W,10,0,9,1,1,1,2,1,15.75
Kevin Durant,PHX,PHX @ UTA,12/13/2024,W,34,30,3,8,1,1,1,6,50.25
Kai Jones,LAC,LAC @ DEN,12/13/2024,L,5,2,1,1,2,0,1,0,8.25
Hunter Tyson,DEN,DEN vs. LAC,12/13/2024,W,5,5,1,0,0,0,2,0,5.75
Jordan Miller,LAC,LAC @ DEN,12/13/2024,L,15,0,0,2,0,0,1,-11,2.5
Christian Braun,DEN,DEN vs. LAC,12/13/2024,W,24,8,3,1,2,0,0,8,17.25
Zeke Nnaji,DEN,DEN vs. LAC,12/13/2024,W,4,2,0,1,0,0,1,0,3
Jalen Pickett,DEN,DEN vs. LAC,12/13/2024,W,4,3,0,1,0,0,0,0,5
Michael Porter Jr.,DEN,DEN vs. LAC,12/13/2024,W,29,17,5,4,1,0,1,15,31.75
Ivica Zubac,LAC,LAC @ DEN,12/13/2024,L,32,13,13,4,1,0,2,-8,36.25
Norman Powell,LAC,LAC @ DEN,12/13/2024,L,30,16,3,4,0,0,1,-7,26.75
Caris LeVert,CLE,CLE vs. WAS,12/13/2024,W,28,14,5,6,1,1,2,11,32.25
Georges Niang,CLE,CLE vs. WAS,12/13/2024,W,22,10,5,1,0,0,0,5,18.75
Josh Okogie,PHX,PHX @ UTA,12/13/2024,W,6,0,2,0,1,0,0,1,4.5
Julian Strawther,DEN,DEN vs. LAC,12/13/2024,W,26,12,4,2,0,0,1,7,19.5
Bones Hyland,LAC,LAC @ DEN,12/13/2024,L,21,13,0,1,1,2,3,-14,20.5
Kevin Porter Jr.,LAC,LAC @ DEN,12/13/2024,L,24,16,3,4,2,0,1,-21,30.25
Amir Coffey,LAC,LAC @ DEN,12/13/2024,L,29,8,2,1,2,0,0,-27,16.5
Mo Bamba,LAC,LAC @ DEN,12/13/2024,L,10,2,2,0,1,0,0,-10,6.5
Jamal Murray,DEN,DEN vs. LAC,12/13/2024,W,32,20,5,3,4,1,6,18,38.75
James Harden,LAC,LAC @ DEN,12/13/2024,L,32,15,5,6,2,0,9,-16,30.75
DeAndre Jordan,DEN,DEN vs. LAC,12/13/2024,W,14,4,9,2,1,1,0,8,22.25
Russell Westbrook,DEN,DEN vs. LAC,12/13/2024,W,24,5,1,5,3,0,4,21,17.75
Noah Clowney,BKN,BKN @ MEM,12/13/2024,L,18,12,4,0,0,2,1,4,22.5
Jake LaRavia,MEM,MEM vs. BKN,12/13/2024,W,20,2,2,2,1,1,3,-4,10
Jalen Wilson,BKN,BKN @ MEM,12/13/2024,L,29,15,2,4,2,0,2,-2,28
Nic Claxton,BKN,BKN @ MEM,12/13/2024,L,28,8,7,1,1,1,2,-15,21.25
Brandon Clarke,MEM,MEM vs. BKN,12/13/2024,W,23,14,8,1,0,0,2,5,24.5
Shake Milton,BKN,BKN @ MEM,12/13/2024,L,16,12,4,3,2,0,0,7,25.5
Marcus Smart,MEM,MEM vs. BKN,12/13/2024,W,23,5,1,3,0,0,1,-4,10.75
Dennis Schröder,BKN,BKN @ MEM,12/13/2024,L,26,15,3,8,1,0,6,-16,31.25
Rob Dillingham,MIN,MIN vs. LAL,12/13/2024,W,8,6,0,1,1,0,0,-10,10.5
Christian Koloko,LAL,LAL @ MIN,12/13/2024,L,12,0,6,0,1,2,0,12,13.5
Naz Reid,MIN,MIN vs. LAL,12/13/2024,W,26,10,5,0,0,1,2,-6,18.25
Nickeil Alexander-Walker,MIN,MIN vs. LAL,12/13/2024,W,19,2,3,2,1,0,1,-7,10.25
Donte DiVincenzo,MIN,MIN vs. LAL,12/13/2024,W,20,3,3,2,2,0,1,-10,13.75
D'Angelo Russell,LAL,LAL @ MIN,12/13/2024,L,20,5,4,1,0,0,2,-8,11
Rudy Gobert,MIN,MIN vs. LAL,12/13/2024,W,38,12,13,2,1,1,0,3,35.25
Bub Carrington,WAS,WAS @ CLE,12/13/2024,L,28,2,7,3,0,1,1,-20,16.75
Johnny Davis,WAS,WAS @ CLE,12/13/2024,L,27,8,5,2,2,1,0,0,24.25
Justin Champagnie,WAS,WAS @ CLE,12/13/2024,L,36,16,8,1,1,1,0,1,32.5
Sam Merrill,CLE,CLE vs. WAS,12/13/2024,W,24,9,6,2,1,0,0,4,23
Jared Butler,WAS,WAS @ CLE,12/13/2024,L,18,7,1,3,0,0,1,-2,12.75
Kris Dunn,LAC,LAC @ DEN,12/13/2024,L,21,7,1,1,4,0,0,9,18.25
Isaac Okoro,CLE,CLE vs. WAS,12/13/2024,W,25,13,2,1,1,1,2,16,21.5
KJ Simpson,CHA,CHA @ CHI,12/13/2024,L,5,0,0,1,0,1,0,-3,3.5
Tidjane Salaün,CHA,CHA @ CHI,12/13/2024,L,23,8,6,1,0,0,1,-12,17
Matas Buzelis,CHI,CHI vs. CHA,12/13/2024,W,20,5,5,3,0,3,0,11,22.25
Adama Sanogo,CHI,CHI vs. CHA,12/13/2024,W,8,2,4,0,0,0,0,2,7
Brandon Miller,CHA,CHA @ CHI,12/13/2024,L,38,21,6,3,1,1,7,-13,35
Mark Williams,CHA,CHA @ CHI,12/13/2024,L,17,15,9,2,0,1,0,-12,31.25
Nick Richards,CHA,CHA @ CHI,12/13/2024,L,16,2,5,0,1,0,0,-11,10.25
Talen Horton-Tucker,CHI,CHI vs. CHA,12/13/2024,W,13,2,4,1,0,1,0,12,10.5
Cody Martin,CHA,CHA @ CHI,12/13/2024,L,25,5,2,0,1,0,1,-3,9.5
Lonzo Ball,CHI,CHI vs. CHA,12/13/2024,W,19,10,7,4,1,1,1,12,28.75
Seth Curry,CHA,CHA @ CHI,12/13/2024,L,5,0,0,0,0,0,1,-5,-0.5
Dalton Knecht,LAL,LAL @ MIN,12/13/2024,L,19,6,9,1,0,0,1,-7,18.25
Max Christie,LAL,LAL @ MIN,12/13/2024,L,37,15,5,2,1,0,4,-4,25.25
Jaden McDaniels,MIN,MIN vs. LAL,12/13/2024,W,37,18,9,0,5,2,2,20,43.25
Anthony Edwards,MIN,MIN vs. LAL,12/13/2024,W,33,23,6,1,1,1,5,25,34.5
Rui Hachimura,LAL,LAL @ MIN,12/13/2024,L,39,9,7,3,2,0,3,-18,24.75
Anthony Davis,LAL,LAL @ MIN,12/13/2024,L,36,23,11,1,0,3,4,-22,42.75
Mike Conley,MIN,MIN vs. LAL,12/13/2024,W,29,2,4,7,0,0,0,12,17.5
Donovan Mitchell,CLE,CLE vs. WAS,12/13/2024,W,34,20,6,6,1,0,1,4,40
Alex Sarr,WAS,WAS @ CLE,12/13/2024,L,27,14,7,2,1,1,1,-2,30.25
Enrique Freeman,IND,IND @ PHI,12/13/2024,W,2,2,0,0,0,0,0,-5,2
Quenton Jackson,IND,IND @ PHI,12/13/2024,W,2,2,0,0,0,0,0,-5,2
Bennedict Mathurin,IND,IND @ PHI,12/13/2024,W,37,13,7,4,2,0,2,21,31.25
KJ Martin,PHI,PHI vs. IND,12/13/2024,L,24,13,3,0,0,0,0,13,17.75
Tyrese Maxey,PHI,PHI vs. IND,12/13/2024,L,37,22,3,2,1,1,6,-21,31.25
Tyrese Haliburton,IND,IND @ PHI,12/13/2024,W,35,32,3,11,1,1,2,21,58.75
Obi Toppin,IND,IND @ PHI,12/13/2024,W,31,20,8,3,3,0,0,9,41.5
Andrew Nembhard,IND,IND @ PHI,12/13/2024,W,33,5,4,7,0,0,1,24,20
Guerschon Yabusele,PHI,PHI vs. IND,12/13/2024,L,14,4,1,0,0,0,2,-7,4.25
Kelly Oubre Jr.,PHI,PHI vs. IND,12/13/2024,L,34,12,13,3,0,0,1,-12,32.25
Joel Embiid,PHI,PHI vs. IND,12/13/2024,L,17,12,4,5,0,0,1,-11,24.5
Reggie Jackson,PHI,PHI vs. IND,12/13/2024,L,5,3,0,1,0,0,0,-3,5
Bilal Coulibaly,WAS,WAS @ CLE,12/13/2024,L,40,27,6,5,0,2,3,-8,47
Anthony Gill,WAS,WAS @ CLE,12/13/2024,L,7,0,1,0,0,0,1,-2,0.75
Dean Wade,CLE,CLE vs. WAS,12/13/2024,W,19,2,7,0,0,1,0,-4,12.75
Jordan Poole,WAS,WAS @ CLE,12/13/2024,L,36,17,5,6,3,1,7,-9,37.75
Ty Jerome,CLE,CLE vs. WAS,12/13/2024,W,10,2,0,1,3,0,1,-2,9
Darius Garland,CLE,CLE vs. WAS,12/13/2024,W,33,24,5,8,2,0,4,4,45.75
Marvin Bagley III,WAS,WAS @ CLE,12/13/2024,L,5,6,0,0,0,0,0,-3,6
Jarrett Allen,CLE,CLE vs. WAS,12/13/2024,W,33,21,11,2,1,1,1,8,41.25
Tristan Thompson,CLE,CLE vs. WAS,12/13/2024,W,11,0,3,0,0,1,0,4,5.75
Vasilije Micic,CHA,CHA @ CHI,12/13/2024,L,25,7,6,5,0,0,3,-4,21
Miles Bridges,CHA,CHA @ CHI,12/13/2024,L,25,14,9,4,0,1,0,-1,33.25
Julian Phillips,CHI,CHI vs. CHA,12/13/2024,W,9,8,1,0,1,0,0,0,12.25
Josh Green,CHA,CHA @ CHI,12/13/2024,L,31,9,2,2,1,1,1,-3,18.5
Paul George,PHI,PHI vs. IND,12/13/2024,L,35,15,5,2,2,2,2,-29,32.25
Andre Drummond,PHI,PHI vs. IND,12/13/2024,L,23,7,8,0,1,0,0,0,19
T.J. McConnell,IND,IND @ PHI,12/13/2024,W,18,11,2,4,1,1,1,-6,23
Myles Turner,IND,IND @ PHI,12/13/2024,W,25,7,6,2,0,1,1,17,19
Pascal Siakam,IND,IND @ PHI,12/13/2024,W,31,23,8,3,1,1,2,19,41.5
Jarace Walker,IND,IND @ PHI,12/13/2024,W,15,3,2,0,0,0,1,-17,5.5
Jared McCain,PHI,PHI vs. IND,12/13/2024,L,29,5,1,3,0,0,2,-10,10.25
Johnny Furphy,IND,IND @ PHI,12/13/2024,W,11,3,1,1,1,0,0,-8,8.25
Ricky Council IV,PHI,PHI vs. IND,12/13/2024,L,22,14,9,2,1,1,1,10,31.75
Ayo Dosunmu,CHI,CHI vs. CHA,12/13/2024,W,32,19,3,5,1,1,1,4,35.25
Zach LaVine,CHI,CHI vs. CHA,12/13/2024,W,34,13,4,3,3,0,5,17,26.5
Coby White,CHI,CHI vs. CHA,12/13/2024,W,32,18,2,1,2,0,3,-2,25.5
Jalen Smith,CHI,CHI vs. CHA,12/13/2024,W,29,11,11,2,0,5,0,14,38.25
Moussa Diabaté,CHA,CHA @ CHI,12/13/2024,L,8,5,3,0,1,0,1,3,10.25
Taj Gibson,CHA,CHA @ CHI,12/13/2024,L,1,0,0,0,1,0,0,-2,2
Ben Simmons,BKN,BKN @ MEM,12/13/2024,L,21,2,4,8,0,1,2,-3,20
Dorian Finney-Smith,BKN,BKN @ MEM,12/13/2024,L,30,19,5,1,2,2,0,-20,37.25
Jaren Jackson Jr.,MEM,MEM vs. BKN,12/13/2024,W,32,20,7,2,5,0,0,26,43.25
Ja Morant,MEM,MEM vs. BKN,12/13/2024,W,32,28,7,10,1,0,3,25,53.75
Patrick Williams,CHI,CHI vs. CHA,12/13/2024,W,14,4,2,1,0,0,1,-15,7.5
Josh Giddey,CHI,CHI vs. CHA,12/13/2024,W,29,17,9,7,4,0,5,15,45.75
Isaiah Wong,CHA,CHA @ CHI,12/13/2024,L,22,9,6,4,1,0,1,-4,24.5
Nikola Jokic,DEN,DEN vs. LAC,12/13/2024,W,30,16,7,2,2,0,5,14,30.25
Aaron Gordon,DEN,DEN vs. LAC,12/13/2024,W,23,14,6,2,0,0,1,10,24.5
Nicolas Batum,LAC,LAC @ DEN,12/13/2024,L,22,6,1,0,3,0,1,-5,13.75
Gabe Vincent,LAL,LAL @ MIN,12/13/2024,L,25,6,2,2,1,1,3,-5,15
Julius Randle,MIN,MIN vs. LAL,12/13/2024,W,33,21,5,3,1,0,2,23,32.75
Desmond Bane,MEM,MEM vs. BKN,12/13/2024,W,28,21,4,8,1,2,0,20,45
Jaylen Wells,MEM,MEM vs. BKN,12/13/2024,W,25,12,5,3,1,0,2,20,24.75
Yuki Kawamura,MEM,MEM vs. BKN,12/13/2024,W,1,0,0,1,0,0,0,-3,1.5
Colin Castleton,MEM,MEM vs. BKN,12/13/2024,W,1,0,0,0,0,0,0,-3,0
Jay Huff,MEM,MEM vs. BKN,12/13/2024,W,12,6,4,1,0,0,0,-5,12.5
Scotty Pippen Jr.,MEM,MEM vs. BKN,12/13/2024,W,15,7,5,2,0,1,0,-6,18.75
Santi Aldama,MEM,MEM vs. BKN,12/13/2024,W,26,20,6,0,0,0,2,12,29
Trendon Watford,BKN,BKN @ MEM,12/13/2024,L,0,0,0,0,0,0,0,0,0
Keon Johnson,BKN,BKN @ MEM,12/13/2024,L,23,12,2,1,0,1,1,-13,19
Day'Ron Sharpe,BKN,BKN @ MEM,12/13/2024,L,17,12,3,1,0,0,1,-5,16.75
John Konchar,MEM,MEM vs. BKN,12/13/2024,W,1,0,0,0,0,0,0,-3,0
Cameron Johnson,BKN,BKN @ MEM,12/13/2024,L,31,12,7,3,1,0,1,-17,27.75
Taurean Prince,MIL,MIL @ ATL,12/14/2024,W,20,6,3,0,1,0,2,6,11.75
Khris Middleton,MIL,MIL @ ATL,12/14/2024,W,22,6,3,4,1,1,3,-5,18.75
Giannis Antetokounmpo,MIL,MIL @ ATL,12/14/2024,W,38,32,14,9,1,4,1,3,72.5
Ajay Mitchell,OKC,OKC @ HOU,12/14/2024,W,9,2,2,1,0,0,0,8,6
Amen Thompson,HOU,HOU @ OKC,12/14/2024,L,30,19,7,1,3,0,4,-14,33.25
Jalen Williams,OKC,OKC @ HOU,12/14/2024,W,39,20,5,5,1,0,3,11,35.25
Tari Eason,HOU,HOU @ OKC,12/14/2024,L,17,12,2,0,0,1,0,-12,17.5
Jabari Smith Jr.,HOU,HOU @ OKC,12/14/2024,L,40,14,6,3,1,1,3,-15,29.5
Alperen Sengun,HOU,HOU @ OKC,12/14/2024,L,33,13,11,2,2,0,4,-5,32.25
Jalen Green,HOU,HOU @ OKC,12/14/2024,L,34,12,3,2,0,1,3,-16,19.75
Isaiah Joe,OKC,OKC @ HOU,12/14/2024,W,18,5,2,0,1,1,1,6,11
Isaiah Hartenstein,OKC,OKC @ HOU,12/14/2024,W,33,21,8,2,0,1,4,7,34
Alex Caruso,OKC,OKC @ HOU,12/14/2024,W,20,0,2,2,1,0,0,16,7.5
Aaron Wiggins,OKC,OKC @ HOU,12/14/2024,W,10,0,0,0,0,0,0,-2,0
Luguentz Dort,OKC,OKC @ HOU,12/14/2024,W,31,19,9,1,3,0,0,10,40.25
Kenrich Williams,OKC,OKC @ HOU,12/14/2024,W,11,7,1,0,0,0,1,-4,8.25
Aaron Holiday,HOU,HOU @ OKC,12/14/2024,L,5,0,0,0,0,0,0,-1,0
Shai Gilgeous-Alexander,OKC,OKC @ HOU,12/14/2024,W,38,32,8,6,5,1,1,15,63.5
Clint Capela,ATL,ATL @ MIL,12/14/2024,L,29,6,8,0,1,4,1,-11,25.5
AJ Green,MIL,MIL @ ATL,12/14/2024,W,19,9,1,1,0,0,2,6,12.25
Dyson Daniels,ATL,ATL @ MIL,12/14/2024,L,38,11,8,5,1,1,3,-1,31
Jalen Johnson,ATL,ATL @ MIL,12/14/2024,L,39,15,10,4,1,0,1,-11,35
Onyeka Okongwu,ATL,ATL @ MIL,12/14/2024,L,19,8,3,0,0,0,0,3,12.75
De'Andre Hunter,ATL,ATL @ MIL,12/14/2024,L,30,15,7,3,0,0,2,-3,28.75
Gary Trent Jr.,MIL,MIL @ ATL,12/14/2024,W,22,1,1,0,0,0,0,8,2.25
Bobby Portis,MIL,MIL @ ATL,12/14/2024,W,23,10,9,2,0,1,0,-6,26.25
Bogdan Bogdanovic,ATL,ATL @ MIL,12/14/2024,L,24,10,1,1,0,0,0,-1,13.75
Damian Lillard,MIL,MIL @ ATL,12/14/2024,W,37,25,6,7,3,0,2,5,50.5
Brook Lopez,MIL,MIL @ ATL,12/14/2024,W,33,16,3,1,0,2,1,22,25.75
Zaccharie Risacher,ATL,ATL @ MIL,12/14/2024,L,17,2,0,0,0,0,1,-9,1.5
Andre Jackson Jr.,MIL,MIL @ ATL,12/14/2024,W,25,5,7,4,2,0,1,1,23.75
Vít Krejcí,ATL,ATL @ MIL,12/14/2024,L,5,0,0,0,0,0,0,-3,0
Trae Young,ATL,ATL @ MIL,12/14/2024,L,40,35,7,10,0,1,5,-4,59.75
Steven Adams,HOU,HOU @ OKC,12/14/2024,L,6,4,6,0,0,0,1,-1,11
Dillon Brooks,HOU,HOU @ OKC,12/14/2024,L,33,14,5,2,0,0,0,-5,25.25
Fred VanVleet,HOU,HOU @ OKC,12/14/2024,L,42,8,9,7,1,0,1,-6,31.75
Cason Wallace,OKC,OKC @ HOU,12/14/2024,W,32,5,6,2,1,1,2,8,19
Stephen Curry,GSW,GSW vs. DAL,12/15/2024,L,35,26,5,10,1,0,2,-10,51.75
Jazian Gortman,DAL,DAL @ GSW,12/15/2024,W,1,0,0,0,0,0,0,0,0
Brandin Podziemski,GSW,GSW vs. DAL,12/15/2024,L,16,3,1,2,0,0,0,-1,7.75
Dereck Lively II,DAL,DAL @ GSW,12/15/2024,W,30,8,7,3,1,1,2,10,24.25
Trayce Jackson-Davis,GSW,GSW vs. DAL,12/15/2024,L,14,5,6,3,0,0,0,2,17
Kessler Edwards,DAL,DAL @ GSW,12/15/2024,W,1,0,0,0,0,0,0,0,0
Austin Reaves,LAL,LAL vs. MEM,12/15/2024,W,36,19,2,8,2,0,1,11,38
Andrew Wiggins,GSW,GSW vs. DAL,12/15/2024,L,34,29,3,4,1,1,1,-20,44.75
Precious Achiuwa,NYK,NYK @ ORL,12/15/2024,W,18,4,5,0,1,0,0,-4,12.25
OG Anunoby,NYK,NYK @ ORL,12/15/2024,W,37,7,5,1,1,0,2,14,16.25
Jonathan Isaac,ORL,ORL vs. NYK,12/15/2024,L,15,3,3,0,1,2,0,-12,13.25
Karl-Anthony Towns,NYK,NYK @ ORL,12/15/2024,W,43,22,22,5,0,1,6,9,56.5
Goga Bitadze,ORL,ORL vs. NYK,12/15/2024,L,25,8,11,1,1,3,4,-2,29.25
Jett Howard,ORL,ORL vs. NYK,12/15/2024,L,5,0,0,0,0,0,1,-1,-0.5
Caleb Houstan,ORL,ORL vs. NYK,12/15/2024,L,6,3,0,0,0,0,0,-1,3.5
Jalen Suggs,ORL,ORL vs. NYK,12/15/2024,L,32,9,5,8,1,3,2,-15,34.75
Trevelin Queen,ORL,ORL vs. NYK,12/15/2024,L,2,0,0,0,0,0,0,4,0
Cole Anthony,ORL,ORL vs. NYK,12/15/2024,L,9,4,2,5,0,1,0,1,16
Wendell Carter Jr.,ORL,ORL vs. NYK,12/15/2024,L,27,2,5,1,1,0,0,-9,11.75
Jalen Brunson,NYK,NYK @ ORL,12/15/2024,W,38,31,3,5,1,0,3,3,44.75
Mikal Bridges,NYK,NYK @ ORL,12/15/2024,W,41,17,1,1,1,1,1,2,23.75
Josh Hart,NYK,NYK @ ORL,12/15/2024,W,33,12,5,5,4,1,5,9,33.75
Kentavious Caldwell-Pope,ORL,ORL vs. NYK,12/15/2024,L,33,4,2,2,1,1,2,-2,12.5
Cory Joseph,ORL,ORL vs. NYK,12/15/2024,L,9,2,1,1,0,0,1,4,4.25
Alex Sarr,WAS,WAS vs. BOS,12/15/2024,L,28,14,6,1,0,2,3,10,26.5
Sam Hauser,BOS,BOS @ WAS,12/15/2024,W,28,12,7,1,2,0,0,27,28.25
Justin Champagnie,WAS,WAS vs. BOS,12/15/2024,L,39,13,14,3,3,2,0,0,45.5
