Contest ID,Player Pool,Test MSE,Test R^2,Ownership Correlation,Configuration
8,134.0,54.491,0.547,0.768,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
9,71.0,42.397,0.846,0.92,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
10,211.0,35.774,0.486,0.755,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
11,210.0,18.54,0.752,0.873,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
12,387.0,14.417,0.584,0.766,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
13,104.0,18.019,0.894,0.948,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
14,382.0,15.604,0.617,0.788,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
15,106.0,41.627,0.764,0.878,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
16,387.0,12.34,0.716,0.846,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
17,173.0,27.234,0.658,0.825,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
18,246.0,29.474,0.477,0.734,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
19,280.0,26.774,0.4,0.686,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
20,247.0,15.937,0.691,0.848,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
21,177.0,39.146,0.604,0.785,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
22,247.0,28.254,0.564,0.758,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
23,141.0,26.275,0.775,0.893,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
Average,192.7,33.548,0.67,0.828,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
5,43.0,64.758,0.784,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
6,45.0,77.868,0.784,0.886,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
7,71.0,52.536,0.766,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
8,134.0,54.025,0.551,0.772,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
9,71.0,44.056,0.84,0.917,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
10,211.0,34.881,0.499,0.759,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
11,210.0,18.609,0.751,0.874,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
12,387.0,14.445,0.583,0.766,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
13,104.0,17.65,0.896,0.949,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
14,382.0,14.75,0.638,0.801,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
15,106.0,41.145,0.767,0.88,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
16,387.0,12.398,0.715,0.846,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
17,173.0,28.829,0.638,0.818,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
18,246.0,30.512,0.459,0.732,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
19,280.0,27.808,0.377,0.677,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
20,247.0,15.185,0.705,0.855,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
21,177.0,38.744,0.608,0.787,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
22,247.0,29.439,0.546,0.748,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
23,141.0,26.41,0.773,0.893,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
Average,192.7,33.897,0.667,0.828,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=750"
5,43.0,70.28,0.766,0.879,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
6,45.0,67.868,0.812,0.901,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
7,71.0,52.812,0.765,0.878,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
8,134.0,51.582,0.572,0.771,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
9,71.0,40.68,0.852,0.923,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
10,211.0,37.849,0.457,0.74,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
11,210.0,19.455,0.74,0.864,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
12,387.0,13.096,0.622,0.791,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
13,104.0,18.193,0.893,0.947,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
14,382.0,16.687,0.59,0.77,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
15,106.0,43.435,0.754,0.871,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
16,387.0,12.291,0.717,0.848,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
17,173.0,24.116,0.697,0.842,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
18,246.0,30.08,0.466,0.728,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
19,280.0,24.104,0.46,0.708,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
20,247.0,15.962,0.69,0.848,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
21,177.0,34.288,0.653,0.809,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
22,247.0,27.4,0.577,0.763,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
23,141.0,28.281,0.757,0.887,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
Average,192.7,33.077,0.676,0.83,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
5,43.0,69.792,0.767,0.88,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
6,45.0,77.818,0.784,0.886,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
7,71.0,55.084,0.755,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
8,134.0,53.715,0.554,0.769,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
9,71.0,41.371,0.85,0.922,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
10,211.0,36.232,0.48,0.752,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
11,210.0,17.554,0.765,0.878,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
12,387.0,13.81,0.601,0.776,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
13,104.0,19.035,0.888,0.945,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
14,382.0,14.977,0.632,0.797,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
15,106.0,40.611,0.77,0.881,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
16,387.0,11.688,0.731,0.855,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
17,173.0,27.485,0.655,0.823,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
18,246.0,31.514,0.441,0.723,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
19,280.0,25.491,0.429,0.697,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
20,247.0,14.63,0.716,0.86,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
21,177.0,37.148,0.624,0.793,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
22,247.0,27.617,0.574,0.762,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
23,141.0,26.42,0.773,0.894,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
Average,192.7,33.789,0.673,0.83,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
5,43.0,67.803,0.774,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
6,45.0,85.924,0.762,0.873,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
7,71.0,55.33,0.754,0.874,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
8,134.0,54.264,0.549,0.768,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
9,71.0,42.129,0.847,0.921,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
10,211.0,35.747,0.487,0.754,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
11,210.0,16.821,0.775,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
12,387.0,14.351,0.586,0.767,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
13,104.0,20.206,0.881,0.941,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
14,382.0,14.458,0.645,0.805,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
15,106.0,40.535,0.77,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
16,387.0,12.073,0.722,0.85,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
17,173.0,28.216,0.646,0.821,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
18,246.0,31.657,0.438,0.725,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
19,280.0,26.115,0.415,0.69,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
20,247.0,14.99,0.709,0.861,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
21,177.0,38.703,0.608,0.786,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
22,247.0,28.555,0.559,0.755,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
23,141.0,26.623,0.772,0.893,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
Average,192.7,34.447,0.668,0.828,"depth=4, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
5,43.0,69.065,0.77,0.881,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
6,45.0,73.094,0.797,0.893,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
7,71.0,51.692,0.77,0.88,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
8,134.0,52.427,0.565,0.771,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
9,71.0,42.116,0.847,0.921,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
10,211.0,37.144,0.467,0.744,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
11,210.0,19.126,0.744,0.866,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
12,387.0,13.391,0.613,0.785,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
13,104.0,17.475,0.897,0.949,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
14,382.0,16.977,0.583,0.766,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
15,106.0,45.354,0.743,0.865,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
16,387.0,12.235,0.719,0.85,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
17,173.0,22.855,0.713,0.852,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
18,246.0,29.49,0.477,0.725,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
19,280.0,24.55,0.45,0.703,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
20,247.0,16.557,0.679,0.841,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
21,177.0,34.084,0.655,0.811,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
22,247.0,28.31,0.563,0.754,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
23,141.0,28.168,0.758,0.887,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
Average,192.7,33.374,0.674,0.829,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
5,43.0,68.794,0.771,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
6,45.0,74.107,0.794,0.891,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
7,71.0,52.484,0.767,0.88,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
8,134.0,53.5,0.556,0.771,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
9,71.0,43.252,0.843,0.918,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
10,211.0,36.735,0.473,0.747,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
11,210.0,17.944,0.76,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
12,387.0,13.815,0.601,0.777,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
13,104.0,18.988,0.888,0.945,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
14,382.0,14.937,0.633,0.797,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
15,106.0,42.606,0.758,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
16,387.0,11.972,0.725,0.851,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
17,173.0,25.996,0.674,0.835,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
18,246.0,31.246,0.446,0.723,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
19,280.0,26.18,0.414,0.691,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
20,247.0,15.825,0.693,0.849,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
21,177.0,36.42,0.631,0.8,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
22,247.0,28.222,0.564,0.756,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
23,141.0,27.205,0.767,0.891,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
Average,192.7,33.696,0.671,0.829,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
5,43.0,67.368,0.775,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
6,45.0,79.96,0.778,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
7,71.0,52.074,0.769,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
8,134.0,53.41,0.556,0.774,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
9,71.0,46.885,0.83,0.911,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
10,211.0,35.536,0.49,0.755,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
11,210.0,17.239,0.77,0.88,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
12,387.0,14.043,0.594,0.772,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
13,104.0,18.85,0.889,0.945,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
14,382.0,14.069,0.655,0.81,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
15,106.0,44.035,0.75,0.872,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
16,387.0,12.2,0.719,0.848,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
17,173.0,27.39,0.656,0.826,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
18,246.0,30.377,0.461,0.73,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
19,280.0,27.095,0.393,0.682,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
20,247.0,15.514,0.699,0.854,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
21,177.0,38.327,0.612,0.791,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
22,247.0,28.763,0.556,0.751,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
23,141.0,26.678,0.771,0.892,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
Average,192.7,34.201,0.67,0.828,"depth=4, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
5,43.0,68.552,0.771,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
6,45.0,72.382,0.799,0.894,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
7,71.0,54.52,0.758,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
8,134.0,54.545,0.547,0.76,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
9,71.0,41.54,0.849,0.922,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
10,211.0,37.439,0.463,0.743,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
11,210.0,18.85,0.748,0.868,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
12,387.0,14.056,0.594,0.777,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
13,104.0,17.791,0.895,0.948,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
14,382.0,16.892,0.585,0.766,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
15,106.0,46.028,0.739,0.863,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
16,387.0,12.733,0.707,0.843,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
17,173.0,23.139,0.71,0.85,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
18,246.0,28.984,0.486,0.732,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
19,280.0,24.662,0.448,0.701,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
20,247.0,16.163,0.687,0.844,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
21,177.0,35.059,0.645,0.805,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
22,247.0,28.923,0.554,0.749,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
23,141.0,27.438,0.765,0.89,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
Average,192.7,33.668,0.671,0.827,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
5,43.0,65.518,0.782,0.887,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
6,45.0,69.969,0.806,0.898,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
7,71.0,54.387,0.758,0.877,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
8,134.0,56.908,0.527,0.758,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
9,71.0,41.737,0.848,0.921,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
10,211.0,36.038,0.483,0.753,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
11,210.0,17.085,0.772,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
12,387.0,14.05,0.594,0.773,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
13,104.0,20.798,0.878,0.94,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
14,382.0,15.625,0.616,0.786,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
15,106.0,40.652,0.769,0.881,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
16,387.0,12.64,0.709,0.843,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
17,173.0,26.435,0.668,0.831,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
18,246.0,30.097,0.466,0.734,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
19,280.0,26.166,0.414,0.693,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
20,247.0,15.093,0.707,0.855,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
21,177.0,37.867,0.616,0.79,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
22,247.0,28.862,0.555,0.751,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
23,141.0,26.051,0.777,0.895,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
Average,192.7,33.473,0.671,0.829,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
5,43.0,62.077,0.793,0.893,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
6,45.0,69.682,0.807,0.899,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
7,71.0,55.545,0.753,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
8,134.0,57.231,0.525,0.758,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
9,71.0,44.232,0.839,0.916,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
10,211.0,35.473,0.491,0.757,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
11,210.0,16.08,0.785,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
12,387.0,14.114,0.592,0.772,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
13,104.0,21.282,0.875,0.938,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
14,382.0,15.051,0.631,0.795,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
15,106.0,40.201,0.772,0.883,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
16,387.0,13.148,0.698,0.836,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
17,173.0,27.299,0.657,0.826,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
18,246.0,30.4,0.461,0.732,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
19,280.0,27.912,0.375,0.675,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
20,247.0,14.783,0.713,0.86,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
21,177.0,39.534,0.6,0.782,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
22,247.0,29.167,0.55,0.75,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
23,141.0,26.202,0.775,0.895,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
Average,192.7,33.653,0.668,0.828,"depth=4, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
5,43.0,67.753,0.774,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
6,45.0,69.584,0.807,0.899,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
7,71.0,54.099,0.76,0.874,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
8,134.0,54.382,0.548,0.762,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
9,71.0,40.455,0.853,0.924,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
10,211.0,36.373,0.478,0.75,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
11,210.0,20.118,0.731,0.859,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
12,387.0,14.24,0.589,0.775,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
13,104.0,17.606,0.896,0.949,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
14,382.0,16.771,0.588,0.768,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
15,106.0,44.358,0.748,0.868,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
16,387.0,12.882,0.704,0.84,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
17,173.0,25.37,0.682,0.836,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
18,246.0,28.656,0.492,0.727,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
19,280.0,24.779,0.445,0.7,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
20,247.0,16.442,0.681,0.841,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
21,177.0,35.914,0.636,0.8,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
22,247.0,29.247,0.549,0.746,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
23,141.0,27.886,0.761,0.887,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
Average,192.7,33.522,0.67,0.826,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
5,43.0,65.372,0.782,0.888,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
6,45.0,67.283,0.813,0.902,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
7,71.0,54.156,0.759,0.877,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
8,134.0,56.651,0.53,0.761,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
9,71.0,40.896,0.852,0.923,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
10,211.0,36.361,0.478,0.751,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
11,210.0,18.154,0.757,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
12,387.0,14.183,0.59,0.772,"depth=4, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
