Contest ID,Player Pool,Test MSE,Test R^2,Ownership Correlation,Configuration
18,246.0,30.682,0.456,0.732,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=250"
19,280.0,29.704,0.335,0.658,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=250"
20,247.0,15.777,0.694,0.853,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=250"
21,177.0,32.256,0.673,0.826,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=250"
22,247.0,28.711,0.557,0.756,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=250"
23,141.0,25.42,0.782,0.898,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=250"
Average,192.7,34.618,0.661,0.825,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=250"
5,43.0,77.922,0.74,0.866,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
6,45.0,75.291,0.791,0.89,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
7,71.0,59.741,0.734,0.862,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
8,134.0,58.414,0.515,0.76,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
9,71.0,45.743,0.834,0.913,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
10,211.0,33.655,0.517,0.765,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
11,210.0,24.726,0.67,0.834,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
12,387.0,13.989,0.596,0.774,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
13,104.0,21.088,0.876,0.939,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
14,382.0,16.259,0.601,0.784,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
15,106.0,41.019,0.767,0.881,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
16,387.0,15.797,0.637,0.801,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
17,173.0,30.275,0.62,0.802,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
18,246.0,32.71,0.42,0.716,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
19,280.0,29.944,0.329,0.651,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
20,247.0,16.039,0.689,0.854,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
21,177.0,33.909,0.657,0.82,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
22,247.0,28.505,0.56,0.758,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
23,141.0,25.359,0.782,0.898,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
Average,192.7,35.81,0.649,0.819,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=500"
5,43.0,79.494,0.735,0.863,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
6,45.0,75.303,0.791,0.89,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
7,71.0,61.954,0.725,0.858,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
8,134.0,58.313,0.516,0.761,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
9,71.0,45.088,0.836,0.915,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
10,211.0,33.798,0.515,0.765,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
11,210.0,25.767,0.656,0.829,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
12,387.0,14.259,0.588,0.77,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
13,104.0,21.755,0.872,0.937,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
14,382.0,16.467,0.596,0.782,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
15,106.0,42.328,0.76,0.878,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
16,387.0,16.207,0.627,0.794,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
17,173.0,31.17,0.609,0.795,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
18,246.0,33.5,0.406,0.71,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
19,280.0,31.209,0.301,0.639,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
20,247.0,16.212,0.686,0.854,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
21,177.0,35.226,0.643,0.815,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
22,247.0,28.835,0.555,0.755,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
23,141.0,26.387,0.774,0.894,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
Average,192.7,36.488,0.642,0.816,"depth=4, learning_rate=0.2, l2_leaf_reg=2, iterations=750"
5,43.0,65.992,0.78,0.887,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
6,45.0,74.647,0.793,0.891,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
7,71.0,59.557,0.735,0.864,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
8,134.0,62.777,0.479,0.741,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
9,71.0,46.725,0.83,0.911,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
10,211.0,34.932,0.499,0.76,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
11,210.0,19.833,0.735,0.866,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
12,387.0,16.36,0.528,0.735,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
13,104.0,20.001,0.882,0.942,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
14,382.0,13.674,0.664,0.821,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
15,106.0,46.382,0.737,0.866,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
16,387.0,14.939,0.656,0.811,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
17,173.0,32.71,0.59,0.781,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
18,246.0,32.186,0.429,0.72,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
19,280.0,28.066,0.371,0.679,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
20,247.0,14.641,0.716,0.863,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
21,177.0,36.564,0.63,0.8,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
22,247.0,29.184,0.55,0.749,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
23,141.0,26.715,0.771,0.89,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
Average,192.7,35.573,0.651,0.82,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
5,43.0,71.111,0.763,0.878,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
6,45.0,75.327,0.791,0.89,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
7,71.0,61.317,0.727,0.86,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
8,134.0,61.355,0.49,0.746,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
9,71.0,48.601,0.824,0.908,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
10,211.0,34.37,0.507,0.761,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
11,210.0,22.166,0.704,0.853,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
12,387.0,16.334,0.528,0.732,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
13,104.0,21.81,0.872,0.937,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
14,382.0,14.178,0.652,0.815,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
15,106.0,48.794,0.723,0.86,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
16,387.0,15.578,0.642,0.803,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
17,173.0,36.034,0.548,0.759,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
18,246.0,33.178,0.411,0.711,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
19,280.0,28.988,0.351,0.669,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
20,247.0,14.766,0.714,0.863,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
21,177.0,37.354,0.622,0.796,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
22,247.0,30.399,0.531,0.742,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
23,141.0,27.097,0.768,0.888,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
Average,192.7,36.777,0.64,0.814,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
5,43.0,73.211,0.756,0.874,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
6,45.0,76.145,0.789,0.888,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
7,71.0,62.343,0.723,0.857,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
8,134.0,61.938,0.486,0.745,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
9,71.0,49.469,0.82,0.906,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
10,211.0,34.026,0.512,0.761,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
11,210.0,23.024,0.692,0.848,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
12,387.0,16.489,0.524,0.729,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
13,104.0,21.5,0.873,0.938,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
14,382.0,13.952,0.658,0.818,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
15,106.0,49.857,0.717,0.857,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
16,387.0,16.204,0.627,0.794,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
17,173.0,36.916,0.537,0.753,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
18,246.0,34.343,0.391,0.701,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
19,280.0,29.502,0.339,0.662,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
20,247.0,15.14,0.706,0.86,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
21,177.0,37.83,0.617,0.794,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
22,247.0,30.906,0.523,0.738,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
23,141.0,27.977,0.76,0.885,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
Average,192.7,37.409,0.634,0.811,"depth=4, learning_rate=0.2, l2_leaf_reg=3, iterations=750"
5,43.0,71.77,0.761,0.877,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
6,45.0,69.738,0.806,0.898,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
7,71.0,58.492,0.74,0.868,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
8,134.0,59.73,0.504,0.754,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
9,71.0,45.789,0.834,0.913,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
10,211.0,36.537,0.475,0.748,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
11,210.0,19.158,0.744,0.868,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
12,387.0,15.196,0.561,0.755,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
13,104.0,24.996,0.853,0.928,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
14,382.0,14.755,0.638,0.806,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
15,106.0,49.074,0.722,0.856,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
16,387.0,15.749,0.638,0.799,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
17,173.0,32.041,0.598,0.79,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
18,246.0,33.804,0.4,0.706,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
19,280.0,30.362,0.32,0.652,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
20,247.0,13.5,0.738,0.872,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
21,177.0,39.912,0.596,0.784,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
22,247.0,26.889,0.585,0.774,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
23,141.0,25.911,0.778,0.896,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
Average,192.7,35.969,0.647,0.818,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=250"
5,43.0,73.027,0.756,0.875,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
6,45.0,71.929,0.8,0.895,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
7,71.0,62.037,0.724,0.858,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
8,134.0,59.663,0.505,0.754,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
9,71.0,49.117,0.822,0.906,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
10,211.0,36.084,0.482,0.752,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
11,210.0,19.574,0.738,0.867,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
12,387.0,14.861,0.571,0.761,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
13,104.0,23.049,0.864,0.933,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
14,382.0,14.389,0.647,0.811,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
15,106.0,48.557,0.725,0.858,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
16,387.0,17.181,0.605,0.781,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
17,173.0,33.963,0.574,0.779,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
18,246.0,35.233,0.375,0.696,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
19,280.0,31.142,0.302,0.645,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
20,247.0,13.366,0.741,0.875,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
21,177.0,40.946,0.585,0.782,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
22,247.0,28.55,0.559,0.761,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
23,141.0,25.706,0.779,0.897,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
Average,192.7,36.757,0.64,0.815,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=500"
5,43.0,73.992,0.753,0.873,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
6,45.0,73.09,0.797,0.893,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
7,71.0,62.853,0.721,0.855,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
8,134.0,58.587,0.513,0.759,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
9,71.0,49.965,0.819,0.905,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
10,211.0,35.91,0.484,0.753,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
11,210.0,20.355,0.728,0.861,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
12,387.0,15.505,0.552,0.748,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
13,104.0,23.805,0.86,0.931,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
14,382.0,14.166,0.652,0.814,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
15,106.0,49.206,0.721,0.857,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
16,387.0,17.145,0.606,0.781,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
17,173.0,35.309,0.557,0.772,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
18,246.0,35.746,0.366,0.692,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
19,280.0,31.09,0.304,0.645,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
20,247.0,13.255,0.743,0.877,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
21,177.0,41.381,0.581,0.779,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
22,247.0,29.137,0.55,0.756,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
23,141.0,25.027,0.785,0.899,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
Average,192.7,37.133,0.636,0.813,"depth=4, learning_rate=0.2, l2_leaf_reg=4, iterations=750"
5,43.0,61.427,0.795,0.895,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
6,45.0,83.641,0.768,0.876,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
7,71.0,60.345,0.732,0.863,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
8,134.0,56.761,0.529,0.761,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
9,71.0,49.192,0.821,0.906,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
10,211.0,36.465,0.477,0.748,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
11,210.0,19.105,0.745,0.869,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
12,387.0,14.851,0.571,0.757,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
13,104.0,23.191,0.863,0.933,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
14,382.0,14.97,0.633,0.798,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
15,106.0,43.96,0.751,0.871,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
16,387.0,16.55,0.619,0.79,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
17,173.0,27.554,0.654,0.819,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
18,246.0,30.112,0.466,0.739,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
19,280.0,27.82,0.377,0.683,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
20,247.0,16.947,0.671,0.845,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
21,177.0,38.573,0.609,0.79,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
22,247.0,27.532,0.575,0.766,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
23,141.0,25.896,0.778,0.894,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
Average,192.7,35.521,0.654,0.821,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
5,43.0,61.703,0.794,0.894,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
6,45.0,84.135,0.767,0.876,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
7,71.0,66.592,0.704,0.849,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
8,134.0,60.127,0.501,0.757,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
9,71.0,51.346,0.814,0.902,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
10,211.0,37.174,0.466,0.743,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
11,210.0,19.18,0.744,0.869,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
12,387.0,14.974,0.568,0.755,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
13,104.0,25.702,0.849,0.925,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
14,382.0,14.514,0.644,0.807,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
15,106.0,45.21,0.744,0.869,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
16,387.0,17.13,0.606,0.784,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
17,173.0,31.671,0.603,0.793,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
18,246.0,30.611,0.457,0.734,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
19,280.0,27.943,0.374,0.682,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
20,247.0,17.191,0.667,0.845,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
21,177.0,39.819,0.597,0.786,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
22,247.0,28.466,0.561,0.758,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
23,141.0,27.168,0.767,0.891,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
Average,192.7,36.877,0.644,0.817,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
5,43.0,63.603,0.788,0.891,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
6,45.0,85.457,0.763,0.874,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
7,71.0,68.663,0.695,0.844,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
8,134.0,60.69,0.496,0.752,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
9,71.0,51.958,0.811,0.901,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
10,211.0,37.179,0.466,0.743,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
11,210.0,20.35,0.728,0.863,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
12,387.0,14.953,0.568,0.755,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
13,104.0,24.386,0.856,0.929,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
14,382.0,14.85,0.636,0.803,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
15,106.0,44.621,0.747,0.87,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
16,387.0,17.415,0.599,0.781,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
17,173.0,32.625,0.591,0.785,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
18,246.0,31.598,0.439,0.725,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
19,280.0,28.52,0.361,0.68,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
20,247.0,17.296,0.665,0.844,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
21,177.0,41.058,0.584,0.779,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
22,247.0,28.802,0.555,0.755,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
23,141.0,26.379,0.774,0.893,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
Average,192.7,37.39,0.638,0.814,"depth=4, learning_rate=0.2, l2_leaf_reg=5, iterations=750"
5,43.0,68.247,0.772,0.883,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
6,45.0,74.48,0.793,0.891,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
7,71.0,59.231,0.737,0.863,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
8,134.0,55.115,0.542,0.771,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
9,71.0,47.84,0.826,0.909,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
10,211.0,35.717,0.487,0.751,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
11,210.0,19.227,0.743,0.87,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
12,387.0,12.266,0.646,0.805,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
13,104.0,22.78,0.866,0.934,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
14,382.0,15.125,0.629,0.8,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
15,106.0,48.8,0.723,0.858,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
16,387.0,16.147,0.629,0.795,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
17,173.0,35.464,0.555,0.767,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
18,246.0,30.855,0.453,0.727,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
19,280.0,28.312,0.366,0.67,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
20,247.0,15.23,0.705,0.856,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
21,177.0,41.347,0.581,0.772,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
22,247.0,28.534,0.56,0.755,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
23,141.0,25.99,0.777,0.893,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
Average,192.7,35.827,0.652,0.819,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=250"
5,43.0,69.553,0.768,0.881,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
6,45.0,74.733,0.793,0.891,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
7,71.0,61.688,0.726,0.859,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
8,134.0,55.109,0.542,0.772,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
9,71.0,50.104,0.818,0.905,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
10,211.0,34.814,0.5,0.752,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
11,210.0,19.785,0.736,0.869,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
12,387.0,12.689,0.634,0.798,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
13,104.0,23.473,0.862,0.932,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
14,382.0,15.169,0.628,0.799,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
15,106.0,53.954,0.694,0.845,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
16,387.0,17.779,0.591,0.773,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
17,173.0,36.974,0.536,0.759,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
18,246.0,32.279,0.427,0.716,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
19,280.0,28.01,0.373,0.676,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
20,247.0,14.794,0.713,0.864,"depth=4, learning_rate=0.2, l2_leaf_reg=6, iterations=500"
