Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Tournament Feasibility
2,Naz Reid,4900,23.77,4.85,2.74,19406,7,-0.73,PF/C,MIN,3.38,23.9,0.0
2,Guerschon Yabusele,6000,23.23,3.87,2.71,19406,7,-6.77,PF/C,PHI,2.42,23.3,0.0
2,Josh Giddey,6700,32.32,4.82,2.54,19406,7,-1.18,PG,CHI,5.46,24.8,0.0
2,Wendell Carter Jr.,5100,24.09,4.72,2.45,19406,7,-1.41,C,ORL,2.55,25.5,0.0
2,Nickeil Alexander-Walker,4100,19.92,4.86,2.44,19406,7,-0.58,SG/SF,MIN,1.56,23.4,0.0
2,Kelly Oubre Jr.,5400,21.08,3.9,2.21,19406,7,-5.92,SG,PHI,1.86,30.6,0.0
2,Damian Lillard,9400,41.63,4.43,2.15,19406,7,-5.37,PG,MIL,8.2,35.2,0.0
2,Toumani Camara,4800,22.99,4.79,2.09,19406,7,-1.01,SG/SF,POR,1.53,26.2,0.0
2,Tyrese Maxey,8800,38.68,4.4,2.03,19406,7,-5.32,PG,PHI,7.04,37.1,0.0
2,Max Christie,3300,15.92,4.82,1.76,19406,7,-0.58,SF,LAL,1.07,15.5,0.0
2,Andre Drummond,5300,26.64,5.03,1.74,19406,7,0.14,C,PHI,5.9,17.6,0.0
2,Keegan Murray,6100,25.52,4.18,1.69,19406,7,-4.98,SF/PF,SAC,1.97,34.2,0.0
2,Brice Sensabaugh,3700,17.88,4.83,1.69,19406,7,-0.62,SF/PF,UTA,1.65,18.1,0.0
2,Anthony Black,3900,17.14,4.4,1.65,19406,7,-2.36,PG/SG,ORL,1.79,18.5,0.0
2,Brandin Podziemski,5300,21.32,4.02,1.55,19406,7,-5.18,PG/SG,GSW,2.02,26.0,0.0
2,Coby White,6900,30.63,4.44,1.51,19406,7,-3.87,PG/SG,CHI,3.27,35.5,0.0
2,Stephen Curry,9700,40.67,4.19,1.46,19406,7,-7.83,PG,GSW,8.15,31.7,0.0
2,Svi Mykhailiuk,3000,3.88,1.29,1.45,19406,7,-11.12,SG/SF,UTA,0.37,9.5,0.0
2,Johnny Juzang,3200,14.63,4.57,1.34,19406,7,-1.37,SG/SF,UTA,1.04,17.4,0.0
2,Donte DiVincenzo,4400,20.08,4.56,1.31,19406,7,-1.92,PG/SG,MIN,1.79,29.0,0.0
2,Jared McCain,6700,20.68,3.09,1.21,19406,7,-12.82,PG/SG,PHI,2.41,25.0,0.0
2,Talen Horton-Tucker,4100,14.05,3.43,1.08,19406,7,-6.45,SF,CHI,2.03,17.6,0.0
